都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|397,120|2,452,450|9,683|1|384,153|2,106
青森|70,329|281,181|5,241|0|64,970|118
岩手|42,513|316,795|3,649|0|38,765|99
宮城|101,816|654,133|4,799|0|95,855|204
秋田|34,470|64,750|1,991|1|32,407|72
山形|33,135|205,483|2,200|0|30,837|98
福島|71,028|899,894|3,473|0|67,327|228
茨城|173,552|1,436,109|5,212|3|167,884|456
栃木|100,305|793,216|4,967|0|95,056|282
群馬|104,995|702,390|6,214|0|99,476|323
埼玉|614,909|3,081,320|36,620|5|576,620|1,669
千葉|503,094|2,277,930|16,144|3|466,801|1,815
東京|1,751,960|7,555,610|121,316|14|1,626,048|4,596
神奈川|844,186|3,364,090|42,495|23|799,440|2,251
新潟|81,495|713,590|4,251|0|77,153|91
富山|44,115|271,917|3,299|0|40,719|97
石川|65,641|538,925|4,145|1|61,274|199
福井|43,345|355,172|2,894|0|40,404|47
山梨|37,188|389,640|2,006|0|35,124|68
長野|84,026|797,897|4,254|0|79,139|206
岐阜|119,621|985,903|6,960|1|111,090|352
静岡|193,884|1,372,389|13,676|0|179,299|425
愛知|617,333|3,008,507|38,055|1|577,169|2,109
三重|97,064|585,201|6,962|1|91,957|318
滋賀|103,467|704,308|5,617|2|97,627|223
京都|230,683|903,702|14,501|25|213,210|758
大阪|1,106,188|7,763,851|75,372|11|1,025,584|5,232
兵庫|478,737|1,724,597|23,924|10|452,553|2,260
奈良|104,768|563,952|7,610|1|96,764|394
和歌山|50,975|194,884|3,632|1|46,999|118
鳥取|20,316|452,507|3,278|0|16,801|20
島根|30,957|259,130|8,339|0|22,592|26
岡山|111,480|644,258|3,019|0|105,212|252
広島|179,300|2,025,951|7,552|3|171,249|499
山口|54,976|629,555|4,290|0|50,505|181
徳島|27,151|238,873|1,941|0|25,140|86
香川|55,185|303,291|3,277|1|51,775|133
愛媛|53,955|414,445|7,022|2|46,788|145
高知|34,246|330,875|2,489|0|31,641|116
福岡|500,318|2,973,131|31,326|0|455,484|1,293
佐賀|68,154|313,820|6,958|0|57,177|115
長崎|74,203|472,016|6,260|0|68,741|129
熊本|134,819|334,069|13,552|3|120,944|323
大分|68,551|660,868|7,147|0|61,230|174
宮崎|68,230|198,647|6,809|0|61,172|151
鹿児島|108,962|473,809|9,591|0|97,452|218
沖縄|291,778|978,003|25,226|16|266,014|497
その他（その他）|149|0|0|0|149|0
合計|10,184,672|56,663,034|629,238|129|9,481,770|31,572
