都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|36,527|660,066|7,915|56|27,180|1,049
青森|2,283|42,806|288|2|1,966|29
岩手|1,396|72,037|137|2|1,216|43
宮城|8,801|142,559|241|8|8,456|82
秋田|755|13,666|80|1|663|12
山形|1,932|57,879|218|6|1,674|40
福島|4,527|234,954|318|17|4,069|140
茨城|9,593|32,392|495|8|8,953|145
栃木|6,226|259,437|359|8|5,792|75
群馬|7,740|165,092|515|20|7,091|134
埼玉|43,328|867,443|1,834|47|40,715|779
千葉|36,749|606,252|1,059|21|35,014|676
東京|159,094|2,253,831|5,569|69|151,483|2,042
神奈川|60,626|914,172|2,084|73|57,665|877
新潟|3,142|140,295|330|6|2,776|36
富山|1,818|62,481|298|6|1,485|35
石川|3,650|87,172|506|15|3,042|101
福井|1,034|58,506|45|1|955|34
山梨|1,506|41,166|108|1|1,380|19
長野|4,734|175,113|342|11|4,373|80
岐阜|8,567|233,932|830|21|7,581|156
静岡|8,186|343,167|772|5|7,278|136
愛知|45,664|685,651|5,999|99|38,922|743
三重|4,803|116,606|391|14|4,433|103
滋賀|4,945|125,228|427|9|4,439|79
京都|15,592|251,466|1,172|32|14,292|204
大阪|98,919|1,775,645|10,451|383|85,285|2,247
兵庫|39,224|450,621|2,646|97|35,442|1,148
奈良|7,822|149,816|425|21|7,287|110
和歌山|2,594|39,602|127|35|2,385|42
鳥取|462|72,444|39|0|414|2
島根|526|26,359|97|4|429|0
岡山|7,185|108,427|1,386|30|5,045|100
広島|9,871|400,161|1,118|24|7,708|119
山口|2,865|103,923|531|7|2,274|60
徳島|1,627|57,573|72|3|1,494|61
香川|1,976|75,912|179|4|1,778|24
愛媛|2,695|81,604|93|5|2,530|72
高知|1,375|9,323|188|4|1,167|20
福岡|33,505|734,425|4,572|82|28,326|435
佐賀|2,471|48,692|192|5|2,272|19
長崎|2,857|110,245|191|7|2,603|63
熊本|6,084|77,356|727|23|5,263|94
大分|3,291|142,879|419|6|2,830|42
宮崎|3,008|40,697|188|2|2,785|25
鹿児島|3,229|99,540|334|2|2,869|30
沖縄|15,983|214,152|2,208|73|13,633|148
（その他）|149|-|0|-|149|-
合計|730,936|13,462,765|58,515|1,375|656,861|12,710
