都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|45,485|869,357|2,086|9|41,773|1,426
青森|2,767|57,637|154|0|2,581|32
岩手|2,065|94,980|142|0|1,876|47
宮城|10,129|174,885|402|3|9,586|91
秋田|1,038|17,657|47|1|971|20
山形|2,221|72,599|127|0|2,047|47
福島|6,116|318,223|767|11|5,187|162
茨城|13,321|35,004|1,613|9|11,538|170
栃木|8,779|353,364|1,091|15|7,600|88
群馬|9,288|219,659|922|4|8,211|155
埼玉|60,856|1,110,728|10,656|64|49,349|851
千葉|52,352|798,847|5,872|44|45,746|734
東京|231,096|2,866,790|29,703|115|199,092|2,301
神奈川|89,074|1,189,147|10,296|109|77,784|994
新潟|4,235|200,201|475|3|3,706|54
富山|2,371|83,761|214|3|2,119|38
石川|5,444|138,875|911|8|4,412|118
福井|1,736|82,133|265|0|1,435|36
山梨|2,550|72,269|281|0|2,250|21
長野|5,475|230,919|321|0|5,128|94
岐阜|9,922|299,210|247|1|9,487|188
静岡|11,360|463,831|1,376|2|9,827|157
愛知|54,640|931,074|2,074|10|51,557|1,009
三重|5,973|159,799|414|4|5,599|114
滋賀|6,304|173,722|502|1|5,708|94
京都|19,084|316,409|1,282|36|17,276|249
大阪|117,776|2,512,895|8,176|230|105,868|2,724
兵庫|44,909|565,106|2,179|14|41,414|1,317
奈良|9,337|190,027|555|11|8,649|133
和歌山|3,116|46,010|272|14|2,723|49
鳥取|872|101,274|179|1|599|2
島根|763|36,029|93|1|668|2
岡山|8,538|183,050|245|3|7,612|127
広島|12,310|594,390|361|6|11,677|179
山口|3,351|133,190|147|0|3,124|80
徳島|1,822|73,517|87|1|1,672|63
香川|2,391|95,462|231|1|2,131|32
愛媛|3,004|106,155|160|4|2,767|77
高知|2,128|64,710|114|7|1,985|29
福岡|41,424|937,678|3,554|10|36,583|536
佐賀|2,832|66,026|164|0|2,650|24
長崎|3,579|138,170|248|0|3,263|69
熊本|7,322|87,402|622|0|6,579|121
大分|3,760|189,744|193|0|3,503|64
宮崎|3,329|46,262|171|0|3,120|27
鹿児島|4,108|120,948|235|0|3,829|39
沖縄|26,406|289,312|3,459|68|22,678|237
（その他）|149|-|0|-|149|-
合計|966,907|17,908,437|93,685|823|855,088|15,221
