都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|19,341|392,200|564|6|18,090|690
青森|820|17,718|24|0|776|20
岩手|555|27,687|2|0|523|30
宮城|3,708|70,261|140|5|3,543|25
秋田|269|7,096|1|0|262|6
山形|543|27,916|12|0|516|15
福島|2,060|117,369|190|8|1,793|77
茨城|5,941|25,001|356|6|5,469|116
栃木|4,145|129,645|107|1|3,970|68
群馬|4,578|96,668|191|5|4,301|86
埼玉|29,820|566,775|1,256|39|27,956|608
千葉|27,015|422,859|1,379|21|25,166|470
東京|112,925|1,574,160|2,884|49|108,587|1,454
神奈川|45,442|612,720|1,031|28|43,706|705
新潟|1,105|45,928|77|1|1,013|15
富山|907|37,151|9|1|870|28
石川|1,876|53,204|103|7|1,730|62
福井|545|32,535|3|0|517|25
山梨|941|27,101|4|0|920|17
長野|2,368|101,091|16|0|2,343|41
岐阜|4,762|139,551|125|9|4,525|112
静岡|5,222|206,239|189|0|4,938|95
愛知|26,048|403,390|586|29|24,927|535
三重|2,554|67,122|111|6|2,464|57
滋賀|2,538|75,638|157|4|2,334|47
京都|9,079|159,089|154|2|8,781|158
大阪|47,512|820,213|907|75|45,061|1,132
兵庫|18,094|255,205|354|39|17,186|554
奈良|3,388|84,240|63|5|3,278|47
和歌山|1,167|24,705|11|0|1,114|18
鳥取|210|42,207|3|0|202|2
島根|284|16,183|3|0|281|0
岡山|2,509|69,524|44|1|2,419|33
広島|5,037|165,220|31|1|4,899|103
山口|1,385|60,724|39|0|1,306|40
徳島|460|27,351|29|2|415|16
香川|757|45,717|17|0|722|18
愛媛|1,066|33,999|28|2|1,015|23
高知|901|7,132|17|2|866|18
福岡|18,171|454,241|472|16|17,396|303
佐賀|1,077|28,746|54|1|1,034|8
長崎|1,612|69,022|13|0|1,562|37
熊本|3,455|56,893|32|1|3,347|72
大分|1,297|81,929|20|0|1,255|22
宮崎|1,953|24,794|16|1|1,930|21
鹿児島|1,762|68,410|21|1|1,741|27
沖縄|8,277|148,647|275|1|7,887|120
（その他）|149|-|0|-|149|-
合計|435,630|8,021,216|12,120|375|415,085|8,176
