都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|324,181|2,136,492|24,510|5|296,790|2,018
青森|51,729|233,202|2,846|0|48,783|100
岩手|30,815|262,462|2,812|0|27,917|86
宮城|79,451|545,290|3,523|2|75,243|193
秋田|27,931|59,875|2,466|0|25,401|64
山形|25,434|188,466|2,066|2|23,279|89
福島|57,456|784,605|4,927|1|52,313|216
茨城|150,668|1,240,444|3,475|2|146,765|428
栃木|85,830|728,881|4,188|1|81,374|268
群馬|89,060|617,487|3,374|0|85,376|310
埼玉|530,007|2,733,380|12,667|5|515,825|1,515
千葉|434,316|2,013,565|8,748|6|420,103|1,764
東京|1,484,636|6,632,934|49,861|4|1,430,392|4,383
神奈川|724,453|2,180,686|14,459|18|707,835|2,159
新潟|65,694|617,133|3,862|0|61,741|91
富山|34,090|236,369|1,856|1|32,142|92
石川|47,890|405,291|4,100|7|43,574|193
福井|30,424|307,398|1,617|0|28,762|45
山梨|30,266|302,217|1,007|0|29,195|68
長野|66,902|686,297|3,113|0|63,431|186
岐阜|91,829|838,702|4,333|1|86,548|324
静岡|155,749|1,186,602|7,096|0|147,622|404
愛知|504,523|2,596,316|17,936|7|484,552|2,035
三重|75,931|495,104|3,438|1|74,026|287
滋賀|84,969|597,882|2,977|1|81,775|217
京都|190,389|796,652|7,873|14|180,903|706
大阪|929,311|6,821,041|28,410|20|895,913|4,988
兵庫|400,246|1,502,363|11,262|10|386,770|2,214
奈良|88,176|495,106|3,883|1|83,912|381
和歌山|38,764|163,980|1,749|0|36,693|117
鳥取|13,344|370,070|918|0|12,228|16
島根|15,334|193,988|1,218|0|14,101|15
岡山|88,159|552,358|4,676|1|81,134|243
広島|138,307|1,777,041|10,552|3|127,281|474
山口|39,630|543,637|2,421|1|37,035|174
徳島|20,040|202,070|1,001|0|18,969|80
香川|43,206|260,119|2,949|0|40,134|123
愛媛|36,051|343,460|1,994|3|33,920|137
高知|24,097|256,889|2,039|0|21,950|108
福岡|395,104|2,555,470|15,811|6|370,722|1,236
佐賀|48,567|260,489|2,716|0|43,031|105
長崎|49,479|352,397|4,044|0|47,964|124
熊本|88,745|267,581|4,450|8|84,009|286
大分|48,339|555,815|2,970|1|45,212|157
宮崎|45,612|183,536|4,114|3|41,435|138
鹿児島|72,744|385,216|5,272|2|66,652|187
沖縄|183,994|782,066|16,338|16|167,207|453
その他（その他）|149|0|0|0|149|0
合計|8,282,021|48,248,424|327,917|153|7,908,088|29,997
