都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|333,365|2,162,510|26,334|7|305,557|2,034
青森|52,871|235,365|2,356|0|50,414|101
岩手|31,787|266,665|2,868|0|28,833|86
宮城|81,126|553,392|3,620|3|76,781|193
秋田|28,631|60,723|2,102|0|26,464|65
山形|26,336|189,722|2,208|1|24,038|90
福島|59,162|794,294|4,729|0|54,217|216
茨城|152,775|1,240,444|3,334|2|149,008|433
栃木|87,217|732,017|3,659|2|83,288|270
群馬|90,402|623,100|3,195|0|86,893|314
埼玉|535,134|2,754,288|11,411|3|522,193|1,530
千葉|437,959|2,013,565|8,748|6|420,103|1,764
東京|1,497,823|6,678,725|48,214|2|1,445,196|4,413
神奈川|731,962|2,180,686|14,115|15|715,682|2,165
新潟|67,139|623,861|3,771|0|63,277|91
富山|34,953|238,747|2,134|1|32,726|93
石川|50,120|417,230|3,974|2|45,930|193
福井|31,841|313,425|1,898|0|29,898|45
山梨|30,728|307,635|957|0|29,711|68
長野|68,486|697,132|2,972|0|65,156|190
岐阜|93,962|847,898|4,535|1|88,258|326
静岡|159,110|1,201,147|7,969|0|150,190|404
愛知|512,331|2,622,376|17,650|3|492,643|2,038
三重|77,317|495,104|3,274|0|75,620|287
滋賀|86,166|614,513|2,986|0|82,963|217
京都|193,409|802,885|7,629|12|184,258|708
大阪|940,200|6,874,684|29,925|20|905,285|4,990
兵庫|405,768|1,515,372|12,164|8|391,389|2,219
奈良|89,212|500,072|4,145|0|84,685|382
和歌山|39,673|166,563|1,695|0|37,653|117
鳥取|13,760|376,445|985|0|12,575|16
島根|15,788|193,988|1,237|0|14,536|15
岡山|90,507|552,358|4,676|1|81,134|245
広島|142,962|1,801,760|11,721|3|130,764|477
山口|40,743|543,637|2,669|2|37,899|175
徳島|20,533|204,659|1,072|0|19,390|80
香川|44,506|262,887|2,908|0|41,475|123
愛媛|36,833|344,611|1,896|3|34,799|138
高知|25,063|266,875|2,219|0|22,735|109
福岡|402,080|2,582,382|15,913|4|377,949|1,238
佐賀|49,469|264,384|2,541|0|44,214|105
長崎|50,881|356,087|3,940|0|49,531|124
熊本|90,896|270,823|4,873|6|85,737|286
大分|49,715|561,251|2,833|1|46,723|159
宮崎|47,411|185,591|4,339|1|43,007|139
鹿児島|75,157|391,937|4,790|1|69,302|188
沖縄|191,743|799,229|17,291|15|173,970|455
その他（その他）|149|0|0|0|149|0
合計|8,415,161|48,683,044|330,474|125|8,034,198|30,114
