都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,239|1,252,808|50|0|59,705|1,474
青森|5,901|103,208|4|0|5,859|38
岩手|3,487|134,457|0|0|3,434|53
宮城|16,286|262,730|2|0|16,166|118
秋田|1,934|27,576|0|0|1,907|27
山形|3,605|113,329|1|0|3,548|56
福島|9,495|464,064|1|0|9,318|176
茨城|24,469|40,567|14|1|24,235|220
栃木|15,511|522,471|11|0|15,383|117
群馬|17,166|346,840|167|2|16,823|176
埼玉|115,976|1,627,119|86|3|114,831|1,059
千葉|100,591|1,219,181|53|0|99,496|1,028
東京|382,520|4,112,911|227|3|379,121|3,172
神奈川|169,533|1,804,632|142|1|168,075|1,316
新潟|8,157|321,786|100|0|7,995|62
富山|4,868|130,312|0|0|4,816|52
石川|7,970|211,740|1|0|7,818|129
福井|3,115|125,911|0|0|3,077|38
山梨|5,159|133,350|2|0|5,128|29
長野|8,899|361,658|6|1|8,852|97
岐阜|19,276|466,782|5|0|19,049|219
静岡|26,872|715,709|45|0|26,611|209
愛知|106,689|1,490,629|50|0|105,478|1,161
三重|14,818|268,101|1|0|14,981|163
滋賀|12,447|292,733|13|0|12,330|104
京都|36,027|466,229|20|1|35,709|292
大阪|203,359|4,174,672|115|9|200,180|3,064
兵庫|78,762|850,813|59|2|77,305|1,398
奈良|15,937|278,957|1|0|15,787|149
和歌山|5,303|68,180|0|0|5,136|62
鳥取|1,669|167,034|0|0|1,639|5
島根|1,733|63,489|0|0|1,728|5
岡山|15,551|310,392|9|1|15,406|136
広島|22,175|977,622|0|0|21,973|202
山口|5,795|211,176|3|0|5,699|93
徳島|3,291|115,567|0|0|3,225|66
香川|4,705|143,918|0|0|4,666|38
愛媛|5,412|172,218|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,687|1,414,358|33|3|74,026|625
佐賀|5,866|119,129|0|0|5,891|30
長崎|6,119|201,566|0|0|6,046|73
熊本|14,395|124,811|0|0|14,259|136
大分|8,187|302,484|0|0|8,103|84
宮崎|6,153|73,134|0|0|6,096|41
鹿児島|9,106|175,944|3|0|9,037|66
沖縄|50,377|431,665|33|0|49,950|398
その他（その他）|149|0|0|0|149|0
合計|1,724,908|27,499,409|1,257|27|1,705,510|18,371
