都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|238,980|1,906,939|19,739|7|217,069|1,946
青森|39,461|203,458|4,673|0|34,700|88
岩手|20,504|223,946|3,015|1|17,409|80
宮城|62,721|474,856|5,704|3|56,236|176
秋田|18,681|52,544|2,952|2|15,680|49
山形|18,966|174,509|2,202|2|16,684|80
福島|40,317|699,604|4,888|2|35,229|200
茨城|123,416|44,830|7,568|2|115,460|388
栃木|67,650|683,609|6,223|3|61,175|252
群馬|74,272|557,906|4,784|1|69,196|292
埼玉|455,553|2,510,374|27,933|17|426,213|1,407
千葉|378,838|1,851,058|20,733|15|353,805|1,678
東京|1,310,796|6,124,890|104,410|30|1,202,158|4,228
神奈川|631,975|2,180,686|28,868|30|601,047|2,060
新潟|48,046|540,296|5,240|0|42,715|91
富山|29,375|216,636|2,475|4|26,815|85
石川|36,793|359,398|2,673|2|33,911|186
福井|22,740|269,832|1,216|1|21,479|45
山梨|24,979|253,702|1,851|1|23,074|64
長野|48,694|599,475|4,494|0|43,512|168
岐阜|73,259|748,802|4,582|1|67,722|317
静岡|129,125|1,066,008|8,592|1|119,951|386
愛知|430,708|2,370,814|21,796|18|406,930|1,982
三重|60,423|439,857|5,226|2|56,467|274
滋賀|72,595|534,254|4,514|1|67,884|197
京都|162,602|734,895|9,856|7|151,108|676
大阪|824,968|6,308,882|39,828|277|780,315|4,791
兵庫|346,959|1,384,352|15,795|11|329,032|2,135
奈良|77,430|457,115|8,337|6|68,740|353
和歌山|30,353|141,063|1,450|0|28,617|110
鳥取|9,896|313,747|666|0|9,101|14
島根|10,439|148,690|1,279|0|9,149|11
岡山|66,965|493,254|3,679|2|61,607|223
広島|103,869|1,571,842|11,164|4|92,255|450
山口|31,738|495,987|2,793|1|28,778|167
徳島|16,869|183,065|743|2|16,049|79
香川|31,998|232,340|2,459|2|29,426|113
愛媛|27,112|304,500|2,478|4|24,504|130
高知|18,183|223,792|1,369|2|16,713|101
福岡|320,823|2,296,233|29,694|10|282,618|1,152
佐賀|35,025|224,863|3,084|0|29,274|90
長崎|35,364|314,853|3,419|0|33,420|117
熊本|69,261|236,624|5,346|6|63,639|276
大分|35,470|494,964|3,186|2|32,140|144
宮崎|29,412|158,780|4,336|2|25,031|119
鹿児島|49,369|320,834|5,890|0|42,631|171
沖縄|131,516|680,596|9,504|5|121,574|441
その他（その他）|149|0|0|0|149|0
合計|6,924,637|42,809,554|472,706|489|6,408,391|28,582
