都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|374,770|2,338,873|8,149|2|364,992|2,088
青森|59,896|258,309|1,525|0|58,263|108
岩手|37,173|292,942|1,215|0|35,862|96
宮城|91,574|611,872|2,044|2|89,048|198
秋田|31,699|63,372|707|0|30,922|70
山形|29,734|198,645|690|0|28,948|96
福島|65,459|855,961|1,027|0|64,209|223
茨城|162,590|1,380,150|1,297|1|160,852|441
栃木|92,979|766,320|1,042|2|91,663|274
群馬|96,835|665,097|1,215|1|95,451|321
埼玉|561,400|2,913,696|4,874|1|554,873|1,653
千葉|457,756|2,161,502|3,039|1|450,981|1,787
東京|1,571,719|7,080,242|16,986|0|1,550,176|4,557
神奈川|768,717|3,033,508|5,882|4|760,616|2,219
新潟|74,392|675,678|940|0|73,361|91
富山|39,064|257,642|1,183|0|37,787|94
石川|58,743|491,055|1,272|0|57,251|197
福井|37,673|337,066|882|0|36,746|45
山梨|33,794|353,833|462|0|33,266|68
長野|76,394|754,197|1,047|0|75,115|203
岐阜|106,625|924,033|2,064|0|104,056|343
静岡|176,124|1,290,246|2,276|0|172,872|420
愛知|557,356|2,848,622|8,266|2|547,000|2,090
三重|85,141|545,809|1,152|1|85,701|306
滋賀|93,559|663,553|1,389|0|91,949|221
京都|208,805|856,928|2,680|0|205,049|734
大阪|997,475|7,321,435|12,272|8|980,101|5,102
兵庫|435,891|1,609,508|5,030|4|428,618|2,244
奈良|94,880|531,810|1,220|0|93,270|390
和歌山|43,465|177,183|445|0|42,692|118
鳥取|15,775|415,274|263|0|15,290|20
島根|17,610|224,574|304|0|17,290|16
岡山|102,594|597,565|1,702|1|99,972|250
広島|164,752|1,951,967|3,407|0|160,851|494
山口|47,585|596,201|1,180|0|46,227|178
徳島|23,620|223,210|664|0|22,872|85
香川|49,972|286,304|675|0|49,169|128
愛媛|42,370|378,551|1,180|2|41,050|140
高知|29,405|304,291|1,032|0|28,259|114
福岡|439,372|2,772,047|6,238|0|425,695|1,265
佐賀|54,701|288,602|1,208|0|50,914|107
長崎|62,782|413,285|2,226|0|60,666|124
熊本|104,422|291,433|3,060|2|101,062|300
大分|56,625|611,018|865|0|55,596|164
宮崎|56,407|193,784|1,326|1|54,861|145
鹿児島|89,548|433,727|2,775|1|86,222|208
沖縄|237,857|897,722|10,366|5|226,922|480
その他（その他）|149|0|0|0|149|0
合計|9,117,228|53,138,642|130,743|41|8,944,757|31,015
