都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|373,283|2,329,540|8,565|1|362,886|2,082
青森|59,411|257,284|1,367|0|57,937|107
岩手|36,949|291,292|1,319|0|35,534|96
宮城|91,073|609,131|2,079|0|88,531|198
秋田|31,581|63,349|859|0|30,652|70
山形|29,594|198,463|669|0|28,829|96
福島|65,337|854,395|1,027|0|64,087|223
茨城|162,168|1,380,150|1,279|1|160,448|441
栃木|92,760|764,600|1,029|1|91,457|274
群馬|96,672|664,355|1,207|0|95,144|321
埼玉|560,185|2,904,560|4,947|1|553,592|1,646
千葉|456,862|2,161,502|3,039|1|450,981|1,787
東京|1,568,442|7,059,820|18,023|0|1,545,870|4,549
神奈川|766,889|3,022,763|5,852|5|758,819|2,218
新潟|74,132|674,218|921|0|73,120|91
富山|38,820|256,935|1,147|0|37,579|94
石川|58,450|485,982|1,279|0|56,951|197
福井|37,422|336,230|866|0|36,511|45
山梨|33,734|346,457|474|0|33,195|68
長野|76,102|752,864|1,104|0|74,797|203
岐阜|106,227|920,751|2,270|0|103,383|343
静岡|175,692|1,287,112|2,648|1|172,455|420
愛知|555,743|2,842,830|8,517|5|545,139|2,087
三重|84,854|538,285|1,175|1|85,383|306
滋賀|93,261|661,269|1,431|0|91,609|221
京都|208,146|854,093|2,762|2|204,317|731
大阪|995,095|7,294,674|12,688|7|977,308|5,099
兵庫|434,746|1,603,805|5,178|1|427,328|2,242
奈良|94,659|531,003|1,259|0|93,010|390
和歌山|43,338|176,763|446|0|42,564|118
鳥取|15,722|413,563|311|0|15,190|20
島根|17,496|224,574|255|0|17,225|16
岡山|102,207|597,565|2,154|1|97,944|250
広島|163,975|1,941,289|4,459|0|159,023|493
山口|47,317|596,201|1,233|0|45,906|178
徳島|23,466|222,069|661|0|22,722|85
香川|49,835|285,226|719|0|48,988|128
愛媛|42,098|373,576|1,276|1|40,682|140
高知|29,205|304,291|1,023|0|28,069|113
福岡|437,919|2,761,248|6,319|0|424,150|1,265
佐賀|54,404|287,344|1,067|0|50,716|106
長崎|62,552|411,626|2,171|0|60,261|124
熊本|104,039|290,295|2,880|2|100,859|300
大分|56,417|608,165|942|0|55,311|164
宮崎|56,065|193,448|1,420|1|54,429|144
鹿児島|88,865|431,850|2,764|1|85,465|207
沖縄|235,372|892,372|10,936|7|223,880|476
その他（その他）|149|0|0|0|149|0
合計|9,088,730|52,959,177|136,016|40|8,910,385|30,972
