都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|379,982|2,372,135|6,173|2|371,945|2,095
青森|61,709|263,368|1,827|0|59,770|112
岩手|37,801|298,562|620|0|37,085|96
宮城|93,273|622,819|1,680|0|91,311|199
秋田|31,983|63,794|461|0|31,451|71
山形|30,257|200,755|631|0|29,530|96
福島|66,449|871,260|894|0|65,329|226
茨城|164,523|1,380,150|1,467|0|162,612|444
栃木|93,731|774,124|807|1|92,647|277
群馬|97,876|675,948|931|0|96,623|322
埼玉|567,003|2,948,113|5,392|0|559,951|1,660
千葉|461,992|2,186,275|3,210|1|453,924|1,793
東京|1,588,984|7,179,044|19,055|4|1,565,361|4,568
神奈川|776,794|3,107,065|7,207|3|767,362|2,225
新潟|75,402|685,792|939|0|74,372|91
富山|39,846|261,660|1,204|0|38,547|95
石川|59,771|500,797|1,099|0|58,452|197
福井|38,772|341,365|887|0|37,840|45
山梨|34,299|362,425|391|0|33,843|68
長野|77,313|767,831|756|0|76,364|205
岐阜|108,084|936,827|1,423|0|106,197|345
静岡|178,213|1,312,455|1,993|0|175,708|421
愛知|564,625|2,894,532|8,046|1|554,483|2,096
三重|86,596|557,494|1,338|0|86,988|309
滋賀|94,870|673,817|1,310|0|93,339|221
京都|211,231|866,927|2,600|8|207,730|742
大阪|1,007,468|7,434,659|11,896|6|990,458|5,114
兵庫|441,235|1,632,924|5,124|4|433,862|2,249
奈良|95,838|539,929|1,122|0|94,324|392
和歌山|44,151|179,207|564|0|43,259|118
鳥取|16,212|422,467|411|0|15,577|20
島根|18,637|227,920|1,099|0|17,522|16
岡山|104,033|617,503|1,449|1|101,517|250
広島|167,620|1,983,538|3,018|0|164,108|494
山口|48,660|603,857|1,088|0|47,391|181
徳島|24,287|227,825|617|0|23,586|85
香川|50,553|290,322|562|0|49,863|128
愛媛|43,750|384,988|1,365|1|42,243|142
高知|30,247|317,030|972|1|29,160|115
福岡|445,551|2,811,555|6,071|0|432,194|1,269
佐賀|56,202|293,655|1,457|0|52,192|108
長崎|64,874|428,342|2,119|0|62,638|125
熊本|108,677|297,838|3,812|1|104,563|302
大分|57,436|619,854|705|0|56,566|165
宮崎|57,925|194,492|1,488|0|56,207|146
鹿児島|92,346|440,425|2,508|1|89,427|209
沖縄|248,379|919,376|10,281|11|237,527|484
その他（その他）|149|0|0|0|149|0
合計|9,245,609|53,973,040|130,069|46|9,073,097|31,131
