都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|401,653|2,462,170|12,485|2|386,749|2,107
青森|72,602|284,106|6,166|0|66,315|121
岩手|43,794|318,833|4,129|0|39,565|100
宮城|103,721|657,513|5,870|1|97,214|205
秋田|35,251|65,670|2,467|1|32,712|72
山形|33,843|206,429|2,577|0|31,167|99
福島|72,558|906,566|4,352|1|67,978|228
茨城|176,991|1,436,109|6,854|2|169,680|457
栃木|102,216|796,450|5,928|0|96,005|283
群馬|108,629|707,376|6,976|0|101,327|326
埼玉|630,474|3,097,040|42,151|8|586,654|1,669
千葉|515,053|2,277,930|16,144|3|466,801|1,816
東京|1,793,464|7,606,785|136,188|19|1,652,678|4,598
神奈川|870,353|3,386,360|51,244|34|816,857|2,252
新潟|83,467|718,695|5,182|0|78,194|91
富山|45,053|271,742|3,836|0|41,120|97
石川|67,266|541,657|4,877|1|62,167|199
福井|45,002|357,880|3,875|0|41,079|48
山梨|38,770|389,640|2,818|0|35,907|69
長野|85,757|802,769|4,969|0|80,331|206
岐阜|122,308|987,945|8,015|1|112,920|354
静岡|202,987|1,383,257|16,347|0|185,719|428
愛知|634,082|3,039,483|46,419|4|585,553|2,110
三重|99,745|585,201|7,862|1|93,773|318
滋賀|106,388|709,749|7,105|2|99,060|223
京都|235,964|908,114|15,573|30|218,713|760
大阪|1,126,870|7,817,373|83,345|19|1,038,289|5,236
兵庫|492,674|1,746,734|30,206|9|460,208|2,260
奈良|107,750|569,137|9,620|4|97,736|394
和歌山|52,605|198,935|3,913|0|48,340|121
鳥取|21,383|457,078|3,196|0|17,927|20
島根|32,583|259,130|8,117|0|24,435|31
岡山|113,710|644,258|3,019|0|105,212|252
広島|182,972|2,034,185|9,342|3|173,130|500
山口|56,797|629,555|5,165|0|51,449|183
徳島|28,011|240,523|2,352|2|25,590|86
香川|56,559|304,697|3,878|1|52,547|134
愛媛|55,515|416,319|6,865|2|48,505|145
高知|35,010|340,220|2,649|1|32,245|116
福岡|514,329|2,997,689|37,563|0|465,799|1,298
佐賀|70,467|316,804|7,605|0|59,093|115
長崎|77,050|477,616|7,101|1|69,834|134
熊本|142,518|340,560|16,081|5|126,105|332
大分|71,049|661,703|7,661|0|63,214|174
宮崎|70,657|199,892|7,406|1|62,995|152
鹿児島|113,143|480,770|11,493|1|100,140|219
沖縄|299,988|985,887|28,696|17|270,716|497
その他（その他）|149|0|0|0|149|0
合計|10,449,180|57,024,534|725,682|176|9,639,896|31,635
