都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|43,265|837,785|1,073|6|40,683|1,423
青森|2,619|54,873|55|1|2,533|31
岩手|1,923|92,171|101|0|1,775|47
宮城|9,685|169,162|201|2|9,386|91
秋田|996|17,192|32|1|944|20
山形|2,092|70,383|22|0|2,023|47
福島|5,378|303,580|241|10|4,975|162
茨城|11,611|34,583|532|5|10,913|166
栃木|7,682|322,306|340|8|7,258|84
群馬|8,325|209,397|186|2|7,984|155
埼玉|52,728|1,055,907|4,211|37|47,671|846
千葉|46,075|761,920|2,779|21|42,567|729
東京|200,720|2,741,489|12,831|78|185,612|2,277
神奈川|77,379|1,133,676|4,514|59|71,885|980
新潟|3,773|189,016|225|3|3,494|54
富山|2,171|79,872|103|4|2,030|38
石川|4,621|133,283|463|1|4,033|116
福井|1,490|76,581|84|0|1,370|36
山梨|2,268|69,775|86|0|2,161|21
長野|5,150|221,648|69|0|5,062|94
岐阜|9,656|288,055|111|2|9,357|188
静岡|10,262|437,255|547|2|9,561|154
愛知|52,738|904,584|977|10|50,758|1,003
三重|5,594|156,553|181|2|5,440|114
滋賀|5,805|166,453|141|1|5,571|93
京都|17,531|304,370|466|8|16,740|249
大阪|109,742|2,402,057|3,517|158|102,620|2,719
兵庫|42,525|544,463|888|15|40,322|1,315
奈良|8,778|183,125|238|6|8,407|133
和歌山|2,813|43,605|74|2|2,629|49
鳥取|658|94,011|125|1|496|2
島根|675|33,691|106|0|567|2
岡山|7,891|178,588|104|1|7,518|127
広島|11,846|578,001|160|3|11,468|179
山口|3,218|128,696|40|0|3,098|80
徳島|1,741|70,065|54|0|1,625|63
香川|2,163|92,055|38|0|2,097|32
愛媛|2,851|102,935|73|3|2,701|77
高知|1,999|62,096|58|4|1,912|29
福岡|37,381|895,642|1,045|11|35,636|529
佐賀|2,641|61,817|55|0|2,596|24
長崎|3,340|133,654|90|0|3,182|69
熊本|6,661|83,776|141|0|6,399|121
大分|3,570|181,308|57|0|3,449|64
宮崎|3,167|45,406|51|0|3,078|27
鹿児島|3,860|116,341|93|2|3,754|39
沖縄|22,847|275,498|1,215|45|21,376|233
（その他）|149|-|0|-|149|-
合計|872,053|17,138,699|38,793|514|816,865|15,131
