都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,304|1,102,122|374|6|58,483|1,467
青森|5,716|86,905|175|3|5,505|36
岩手|3,482|120,806|8|0|3,422|52
宮城|16,221|238,668|145|3|15,955|117
秋田|1,880|26,030|34|1|1,820|26
山形|3,507|95,561|39|1|3,412|56
福島|9,450|404,960|46|4|9,230|174
茨城|24,196|39,827|236|10|23,744|216
栃木|15,286|479,468|204|4|14,966|116
群馬|16,600|290,742|145|9|16,283|172
埼玉|114,898|1,439,216|1,385|47|112,505|1,008
千葉|99,757|1,057,757|818|35|97,880|1,001
東京|375,973|3,615,629|2,785|88|370,234|2,954
神奈川|167,876|1,579,540|1,156|66|165,455|1,265
新潟|7,890|279,658|196|3|7,634|60
富山|4,798|112,486|39|2|4,709|50
石川|7,900|191,736|125|1|7,629|124
福井|3,062|115,304|68|1|2,957|37
山梨|5,114|111,974|107|0|4,978|29
長野|8,759|310,469|85|1|8,632|96
岐阜|18,793|402,111|303|4|18,482|215
静岡|26,639|609,854|177|3|26,256|206
愛知|105,472|1,279,026|1,377|28|102,958|1,137
三重|14,638|262,689|182|2|14,613|163
滋賀|12,284|251,754|184|2|12,000|100
京都|35,567|417,374|723|17|34,539|279
大阪|200,114|3,423,118|3,130|239|192,231|2,974
兵庫|77,501|737,950|954|24|75,159|1,388
奈良|15,686|245,646|188|3|15,349|149
和歌山|5,254|64,796|51|9|5,039|61
鳥取|1,641|144,132|14|0|1,599|5
島根|1,624|53,023|46|0|1,574|4
岡山|15,117|262,448|105|3|14,843|136
広島|21,674|884,248|272|6|21,206|196
山口|5,603|182,635|63|0|5,451|89
徳島|3,263|102,461|50|1|3,149|64
香川|4,686|127,383|28|1|4,621|37
愛媛|5,193|148,333|112|2|5,000|81
高知|4,108|94,911|29|1|4,048|31
福岡|74,036|1,236,382|1,366|23|72,014|612
佐賀|5,767|101,414|71|1|5,714|29
長崎|6,001|176,981|71|0|5,859|72
熊本|14,283|121,927|160|4|13,988|135
大分|8,116|259,472|118|3|7,917|81
宮崎|6,130|72,363|34|2|6,029|41
鹿児島|9,059|166,828|46|0|9,014|65
沖縄|49,728|390,937|843|30|48,420|317
その他（その他）|149|0|0|0|149|0
合計|1,700,795|23,919,054|18,867|693|1,662,654|17,723
