都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|379,114|2,367,581|6,621|3|370,746|2,094
青森|61,408|262,594|1,856|0|59,442|110
岩手|37,713|297,694|782|0|36,835|96
宮城|93,046|621,251|1,756|0|90,876|199
秋田|31,946|63,660|507|0|31,368|71
山形|30,162|200,341|622|0|29,444|96
福島|66,354|867,349|1,063|0|65,066|225
茨城|164,154|1,380,150|1,484|0|162,226|444
栃木|93,632|773,288|907|0|92,448|277
群馬|97,661|673,868|1,049|0|96,392|321
埼玉|565,815|2,942,812|5,400|0|558,755|1,660
千葉|461,117|2,186,275|3,210|1|453,924|1,791
東京|1,585,463|7,163,335|19,059|3|1,561,837|4,567
神奈川|774,979|3,098,487|7,133|2|765,621|2,225
新潟|75,251|684,070|1,043|0|74,117|91
富山|39,738|261,104|1,271|0|38,372|95
石川|59,588|500,113|1,185|0|58,183|197
福井|38,500|340,657|876|0|37,579|45
山梨|34,142|362,425|385|0|33,694|68
長野|77,181|764,542|841|0|76,132|204
岐阜|107,849|936,122|1,482|0|105,785|344
静岡|177,812|1,307,416|1,977|0|174,832|420
愛知|563,038|2,883,500|7,975|1|552,968|2,095
三重|86,275|557,494|1,289|1|86,714|308
滋賀|94,679|672,576|1,439|0|93,019|221
京都|210,788|865,544|2,679|2|207,030|741
大阪|1,005,753|7,409,729|11,861|7|988,781|5,111
兵庫|439,980|1,627,732|5,157|4|432,574|2,249
奈良|95,641|537,994|1,169|1|94,080|392
和歌山|43,996|178,850|503|0|43,165|118
鳥取|16,104|421,576|369|0|15,512|20
島根|18,335|227,920|854|1|17,465|16
岡山|103,801|617,503|1,449|1|101,517|250
広島|166,967|1,978,528|3,020|0|163,453|494
山口|48,436|603,857|1,121|0|47,134|181
徳島|24,177|227,406|639|0|23,454|85
香川|50,461|289,806|590|0|49,743|128
愛媛|43,473|384,587|1,337|1|41,995|141
高知|30,095|310,136|1,006|1|28,974|115
福岡|444,303|2,804,910|5,879|0|430,867|1,267
佐賀|55,866|292,992|1,407|0|51,899|108
長崎|64,332|425,762|2,264|0|62,137|124
熊本|107,376|296,327|3,513|1|103,563|300
大分|57,283|619,800|748|0|56,370|165
宮崎|57,584|194,258|1,429|0|55,927|146
鹿児島|91,862|439,296|2,508|1|88,773|209
沖縄|246,508|915,821|10,600|9|235,335|484
その他（その他）|149|0|0|0|149|0
合計|9,219,887|53,839,038|131,314|40|9,046,272|31,108
