都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,809|1,171,563|86|0|59,245|1,472
青森|5,895|96,030|4|1|5,853|38
岩手|3,486|127,134|0|0|3,433|53
宮城|16,273|250,317|13|1|16,139|118
秋田|1,909|26,983|6|0|1,876|27
山形|3,551|104,469|5|0|3,490|56
福島|9,484|432,658|4|2|9,305|175
茨城|24,409|40,491|20|1|24,171|218
栃木|15,455|500,140|15|1|15,324|116
群馬|16,808|315,919|52|0|16,580|176
埼玉|115,648|1,531,224|100|12|114,501|1,047
千葉|100,362|1,134,011|77|1|99,249|1,026
東京|381,775|3,852,591|265|12|378,355|3,155
神奈川|168,965|1,684,739|110|8|167,545|1,310
新潟|7,999|296,784|13|0|7,925|61
富山|4,867|121,480|4|0|4,811|52
石川|7,963|202,269|3|0|7,810|129
福井|3,113|121,314|5|0|3,070|38
山梨|5,155|122,749|0|0|5,126|29
長野|8,877|336,607|8|0|8,828|97
岐阜|19,204|434,341|91|1|18,878|218
静岡|26,758|656,577|12|0|26,530|209
愛知|106,409|1,387,373|111|4|105,142|1,156
三重|14,808|248,524|26|0|14,944|163
滋賀|12,414|272,591|17|0|12,293|104
京都|35,904|441,076|36|1|35,573|291
大阪|202,653|3,776,502|404|42|197,771|3,053
兵庫|78,524|790,323|156|3|76,972|1,396
奈良|15,902|262,798|34|0|15,719|149
和歌山|5,295|66,619|2|0|5,126|62
鳥取|1,668|155,598|2|0|1,636|5
島根|1,728|59,148|44|0|1,679|5
岡山|15,376|283,975|63|1|15,131|136
広島|22,091|932,963|48|0|21,841|202
山口|5,754|197,624|37|0|5,624|93
徳島|3,287|109,035|3|0|3,219|65
香川|4,703|135,449|0|0|4,664|38
愛媛|5,401|161,777|33|0|5,286|82
高知|4,166|103,173|7|0|4,126|33
福岡|74,467|1,319,252|81|6|73,758|622
佐賀|5,861|110,487|10|0|5,873|30
長崎|6,118|189,282|7|0|6,039|73
熊本|14,395|124,400|4|1|14,255|136
大分|8,186|280,585|0|0|8,102|84
宮崎|6,151|73,035|6|0|6,088|41
鹿児島|9,102|171,853|1|0|9,035|66
沖縄|50,269|411,978|87|2|49,763|396
その他（その他）|149|0|0|0|149|0
合計|1,719,546|25,625,810|2,112|100|1,697,852|18,301
