都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|90,048|1,424,074|19,350|0|68,701|1,502
青森|9,841|125,038|2,502|0|7,299|40
岩手|4,602|148,871|872|0|3,677|53
宮城|21,232|312,668|3,143|3|17,461|118
秋田|4,075|32,851|1,754|0|2,294|27
山形|5,499|129,371|1,509|0|3,934|56
福島|12,985|517,333|2,563|3|10,244|178
茨城|35,254|42,163|5,537|6|29,494|223
栃木|23,735|571,900|5,135|0|18,476|124
群馬|29,160|410,968|7,633|2|21,337|190
埼玉|165,357|1,879,071|25,767|21|138,523|1,067
千葉|142,603|1,395,331|21,185|3|116,110|1,049
東京|566,050|4,709,655|120,299|23|442,551|3,200
神奈川|239,521|2,066,516|43,468|26|194,713|1,340
新潟|16,111|393,064|4,147|2|11,901|63
富山|6,925|148,877|1,626|1|5,247|52
石川|12,373|237,634|3,462|3|8,748|141
福井|5,413|157,267|1,249|1|4,126|38
山梨|8,138|161,912|2,054|0|6,051|35
長野|17,190|431,812|3,464|1|11,946|98
岐阜|28,944|547,763|5,625|1|22,384|223
静岡|44,264|821,309|11,391|1|29,932|211
愛知|159,656|1,661,640|35,585|9|122,886|1,185
三重|21,826|305,600|4,260|3|17,857|172
滋賀|22,544|336,893|6,379|3|16,059|106
京都|63,045|552,094|14,590|65|45,609|298
大阪|325,149|4,842,822|82,468|460|239,565|3,116
兵庫|123,280|1,003,237|30,698|20|91,164|1,423
奈良|25,534|330,954|6,676|14|18,705|153
和歌山|10,744|87,607|3,335|24|7,222|66
鳥取|3,322|207,153|1,245|0|2,034|5
島根|4,126|85,034|1,104|2|3,016|6
岡山|25,360|343,602|3,780|1|17,301|139
広島|47,595|1,195,443|18,991|13|28,369|235
山口|12,902|278,857|3,515|3|9,287|100
徳島|4,699|131,951|925|0|3,709|67
香川|8,266|167,850|2,503|2|5,718|41
愛媛|10,158|214,779|2,556|3|7,517|85
高知|5,875|128,268|1,206|5|4,633|36
福岡|121,162|1,681,745|34,946|6|81,228|646
佐賀|10,993|150,454|2,873|0|7,516|33
長崎|13,856|237,431|5,585|1|8,202|75
熊本|27,712|155,837|4,016|11|23,553|143
大分|13,182|354,302|2,885|0|10,212|85
宮崎|11,122|95,265|3,243|0|7,856|43
鹿児島|16,070|210,039|4,078|0|11,357|71
沖縄|82,348|531,217|9,165|41|72,770|399
その他（その他）|149|0|0|0|149|0
合計|2,659,995|31,955,522|580,342|783|2,038,643|18,756
