都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|377,103|2,353,322|6,788|5|368,237|2,092
青森|60,635|260,630|1,617|0|58,910|108
岩手|37,497|295,609|960|0|36,441|96
宮城|92,404|617,145|1,801|1|90,137|198
秋田|31,831|63,613|529|0|31,231|71
山形|29,938|199,724|633|0|29,209|96
福島|66,048|863,758|1,086|0|64,739|223
茨城|163,370|1,380,150|1,333|0|161,593|444
栃木|93,352|770,056|916|0|92,160|276
群馬|97,452|671,444|1,130|0|96,001|321
埼玉|563,707|2,930,163|5,260|1|556,789|1,658
千葉|459,447|2,186,275|3,210|1|453,924|1,788
東京|1,578,709|7,127,982|17,212|0|1,556,935|4,562
神奈川|771,916|3,078,086|6,311|2|763,383|2,222
新潟|74,860|681,163|991|0|73,778|91
富山|39,472|259,953|1,301|0|38,076|95
石川|59,216|493,208|1,216|0|57,780|197
福井|38,144|339,552|885|0|37,214|45
山梨|34,021|353,833|383|0|33,576|68
長野|76,814|762,396|879|0|75,702|203
岐阜|107,231|929,507|1,670|0|105,071|344
静岡|176,956|1,301,408|2,021|0|174,298|420
愛知|560,240|2,872,582|7,914|2|550,231|2,095
三重|85,739|545,809|1,234|1|86,228|307
滋賀|94,173|668,912|1,357|0|92,595|221
京都|209,835|861,330|2,643|0|206,110|737
大阪|1,001,673|7,362,010|11,706|7|984,861|5,106
兵庫|437,925|1,619,064|4,763|4|430,916|2,249
奈良|95,288|536,219|1,162|2|93,735|391
和歌山|43,750|178,193|436|0|42,986|118
鳥取|15,941|418,224|296|0|15,423|20
島根|17,918|224,574|495|0|17,407|16
岡山|103,324|597,565|1,702|1|99,972|250
広島|165,920|1,972,180|3,127|0|162,299|494
山口|48,010|603,857|1,088|0|46,742|180
徳島|23,951|225,067|672|0|23,197|85
香川|50,254|288,008|624|0|49,502|128
愛媛|42,934|379,265|1,213|1|41,581|140
高知|29,761|310,136|1,003|0|28,643|115
福岡|441,895|2,789,443|5,574|0|428,780|1,266
佐賀|55,312|290,959|1,258|0|51,442|108
長崎|63,859|422,631|2,123|0|61,615|124
熊本|106,423|293,741|3,342|1|102,781|300
大分|56,981|615,312|786|0|56,030|165
宮崎|56,938|193,963|1,275|1|55,437|145
鹿児島|90,810|436,612|2,624|1|87,616|209
沖縄|242,292|906,930|10,296|7|231,432|482
その他（その他）|149|0|0|0|149|0
合計|9,171,418|53,531,563|126,845|38|9,002,894|31,069
