都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|375,473|2,341,804|7,690|2|365,919|2,088
青森|60,073|258,497|1,539|0|58,426|108
岩手|37,250|293,757|1,174|0|35,980|96
宮城|91,789|612,224|2,052|0|89,326|198
秋田|31,739|63,372|714|0|30,955|70
山形|29,775|198,645|675|0|29,004|96
福島|65,705|855,961|1,020|0|64,462|223
茨城|162,830|1,380,150|1,346|1|161,043|441
栃木|93,065|767,280|1,017|1|91,772|276
群馬|96,835|665,097|1,182|1|95,596|321
埼玉|562,035|2,914,065|4,855|1|555,527|1,653
千葉|458,229|2,161,502|3,039|1|450,981|1,787
東京|1,573,341|7,080,242|16,761|0|1,552,019|4,561
神奈川|769,558|3,033,508|6,609|4|760,730|2,219
新潟|74,546|675,874|989|0|73,466|91
富山|39,156|257,642|1,195|0|37,867|94
石川|58,887|491,660|1,287|0|57,380|197
福井|37,833|337,473|923|0|36,865|45
山梨|33,794|353,833|462|0|33,266|68
長野|76,498|754,197|1,023|0|75,234|203
岐阜|106,753|924,135|1,937|0|104,345|343
静岡|176,334|1,290,246|2,276|0|172,872|420
愛知|558,186|2,848,622|8,200|2|547,896|2,090
三重|85,286|545,809|1,181|1|85,819|306
滋賀|93,721|666,266|1,266|0|92,234|221
京都|209,072|857,840|2,725|0|205,346|734
大阪|998,358|7,331,085|12,233|8|981,022|5,103
兵庫|436,492|1,612,439|5,000|4|429,248|2,246
奈良|95,013|531,810|1,277|2|93,346|390
和歌山|43,520|177,399|441|0|42,751|118
鳥取|15,811|415,895|260|0|15,329|20
島根|17,676|224,574|325|0|17,335|16
岡山|102,796|597,565|1,702|1|99,972|250
広島|165,089|1,951,967|3,310|0|161,285|494
山口|47,707|596,201|1,150|0|46,379|178
徳島|23,713|223,728|671|0|22,958|85
香川|50,036|286,608|637|0|49,271|128
愛媛|42,487|378,714|1,154|2|41,193|140
高知|29,477|304,291|997|0|28,366|114
福岡|440,058|2,775,145|6,222|0|426,425|1,265
佐賀|54,785|289,005|1,216|0|51,030|107
長崎|62,782|413,285|2,085|0|61,002|124
熊本|104,422|291,948|3,060|2|101,062|300
大分|56,731|611,172|852|0|55,715|164
宮崎|56,529|193,849|1,273|1|55,035|145
鹿児島|89,832|434,356|2,758|1|86,582|208
沖縄|238,869|899,535|10,220|6|228,076|480
その他（その他）|149|0|0|0|149|0
合計|9,130,095|53,170,272|129,980|41|8,957,861|31,024
