都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|87,266|1,416,151|17,386|0|66,417|1,499
青森|9,535|124,445|2,503|0|6,992|40
岩手|4,497|148,400|794|0|3,650|53
宮城|20,707|311,583|2,750|2|17,286|118
秋田|3,871|32,851|1,583|0|2,261|27
山形|5,242|129,304|1,301|0|3,885|56
福島|12,561|517,333|2,245|3|10,138|178
茨城|34,168|42,163|5,047|4|28,898|223
栃木|23,212|569,563|5,149|0|17,940|123
群馬|27,193|410,968|7,149|2|20,953|190
埼玉|160,045|1,873,262|23,983|16|134,997|1,065
千葉|138,345|1,387,288|19,592|3|114,341|1,048
東京|550,155|4,709,655|114,470|22|432,486|3,199
神奈川|233,382|2,066,516|38,873|33|193,172|1,337
新潟|15,658|391,938|4,156|2|11,439|63
富山|6,654|148,877|1,407|1|5,195|52
石川|12,014|237,134|3,151|2|8,700|141
福井|5,205|156,053|1,130|2|4,037|38
山梨|8,138|161,912|2,054|0|6,051|35
長野|16,692|431,812|3,431|1|11,571|98
岐阜|28,232|546,806|5,290|0|21,887|222
静岡|42,984|821,309|11,384|1|29,932|211
愛知|154,088|1,661,640|33,314|7|119,591|1,183
三重|21,302|305,600|4,173|1|17,408|172
滋賀|21,685|335,419|6,039|2|15,540|106
京都|60,497|548,168|11,964|66|45,481|298
大阪|316,014|4,814,643|78,281|460|234,622|3,111
兵庫|118,649|993,359|27,848|21|89,389|1,418
奈良|24,729|330,954|6,066|12|18,510|153
和歌山|10,273|86,420|3,147|16|6,941|64
鳥取|3,180|206,745|1,122|0|2,016|5
島根|4,071|85,034|1,203|2|2,862|6
岡山|24,436|343,602|3,780|1|17,301|139
広島|46,239|1,195,443|18,235|11|27,771|233
山口|12,520|278,857|3,562|2|8,859|99
徳島|4,572|131,179|877|0|3,630|67
香川|7,915|166,846|2,354|2|5,518|41
愛媛|9,900|213,834|2,555|3|7,260|85
高知|5,706|127,582|1,115|5|4,555|36
福岡|111,877|1,652,246|27,313|4|80,060|643
佐賀|10,734|149,252|2,663|0|7,243|33
長崎|13,387|236,038|5,296|1|8,024|75
熊本|26,813|151,637|4,363|11|22,308|142
大分|12,771|353,557|2,773|0|9,913|85
宮崎|10,777|93,978|3,179|0|7,577|42
鹿児島|15,506|210,039|3,875|0|11,078|70
沖縄|81,510|529,335|9,432|46|71,670|399
その他（その他）|149|0|0|0|149|0
合計|2,575,056|31,836,730|539,357|767|1,997,504|18,721
