都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|383,644|2,393,592|5,223|2|376,239|2,096
青森|63,179|267,042|1,885|0|61,180|114
岩手|38,310|302,218|676|0|37,537|97
宮城|94,610|629,488|1,557|3|92,654|200
秋田|32,182|63,869|349|0|31,761|72
山形|30,781|201,752|753|0|29,931|97
福島|66,953|877,175|732|0|65,994|227
茨城|165,888|1,380,150|1,491|0|163,951|446
栃木|94,386|779,337|905|2|93,204|277
群馬|98,382|680,978|1,046|0|97,341|322
埼玉|573,263|2,976,958|7,943|2|563,655|1,665
千葉|467,285|2,212,869|3,912|1|456,924|1,795
東京|1,609,781|7,249,976|29,392|5|1,575,810|4,579
神奈川|785,472|3,152,340|10,919|7|772,315|2,238
新潟|76,151|691,880|961|0|75,099|91
富山|40,428|263,417|1,181|0|39,151|96
石川|60,575|517,714|1,046|1|59,308|198
福井|39,381|344,214|835|0|38,501|45
山梨|34,529|367,347|425|0|34,039|68
長野|78,084|774,247|843|0|77,012|205
岐阜|109,802|948,463|2,008|0|107,211|347
静岡|180,515|1,324,735|2,814|0|176,287|421
愛知|571,962|2,918,468|9,919|1|559,944|2,099
三重|88,160|565,118|1,971|1|87,943|311
滋賀|95,978|685,488|1,448|0|94,309|221
京都|213,801|875,209|3,375|18|209,198|748
大阪|1,020,867|7,510,835|18,073|3|997,583|5,211
兵庫|446,282|1,651,068|6,469|2|437,562|2,252
奈良|96,715|543,631|1,394|1|94,929|392
和歌山|45,263|181,732|1,112|0|43,822|118
鳥取|16,776|429,126|727|0|15,824|20
島根|20,770|234,585|2,674|0|18,080|16
岡山|105,120|624,097|1,210|1|102,840|252
広島|169,892|1,991,329|3,544|1|165,853|495
山口|49,796|611,547|1,532|0|48,083|181
徳島|24,727|230,343|561|0|24,082|85
香川|51,192|293,575|756|0|50,308|128
愛媛|45,554|392,485|2,251|0|43,160|143
高知|31,010|317,030|1,089|1|29,805|116
福岡|452,748|2,847,829|7,965|0|436,749|1,274
佐賀|58,087|298,088|2,207|0|53,166|110
長崎|66,318|439,291|2,891|0|63,968|126
熊本|112,022|304,853|4,630|0|107,087|305
大分|58,976|628,941|1,676|0|57,135|165
宮崎|59,524|195,514|2,111|0|57,181|147
鹿児島|94,964|446,929|2,959|1|91,336|210
沖縄|257,993|931,519|12,518|9|244,917|487
その他（その他）|149|0|0|0|149|0
合計|9,378,227|54,548,391|171,958|62|9,160,117|31,308
