都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,422|1,271,023|168|0|59,776|1,474
青森|5,901|104,643|0|0|5,863|38
岩手|3,488|136,189|1|0|3,434|53
宮城|16,289|264,222|2|0|16,168|118
秋田|1,934|27,661|0|0|1,907|27
山形|3,606|115,658|0|0|3,550|56
福島|9,515|472,020|20|0|9,319|176
茨城|24,483|40,590|11|0|24,252|220
栃木|15,591|527,809|72|0|15,402|117
群馬|17,316|355,311|128|1|17,012|176
埼玉|116,051|1,651,082|89|1|114,903|1,059
千葉|100,647|1,240,602|46|1|99,568|1,028
東京|382,880|4,178,591|395|2|379,310|3,175
神奈川|169,758|1,839,374|210|2|168,229|1,319
新潟|8,203|328,995|45|0|8,096|62
富山|4,869|132,342|1|0|4,816|52
石川|8,042|214,211|65|0|7,823|132
福井|3,116|127,043|1|0|3,077|38
山梨|5,161|135,182|0|0|5,132|29
長野|8,937|368,727|23|0|8,873|97
岐阜|19,276|473,524|2|0|19,055|219
静岡|26,888|733,273|16|0|26,663|209
愛知|106,730|1,516,048|34|0|105,535|1,161
三重|14,820|271,132|1|0|14,983|163
滋賀|12,477|296,538|28|0|12,345|104
京都|36,120|472,691|73|9|35,736|292
大阪|203,599|4,247,894|224|19|200,311|3,064
兵庫|78,839|865,016|91|3|77,350|1,398
奈良|15,944|283,091|7|0|15,788|149
和歌山|5,303|68,417|0|0|5,136|62
鳥取|1,669|169,298|0|0|1,639|5
島根|1,740|64,047|7|0|1,728|5
岡山|15,555|310,392|4|1|15,413|136
広島|22,188|985,055|12|0|21,974|202
山口|5,814|215,836|18|0|5,703|93
徳島|3,291|116,948|1|0|3,225|66
香川|4,706|145,475|1|0|4,666|38
愛媛|5,412|173,627|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,774|1,435,954|81|3|74,060|626
佐賀|5,872|120,960|3|0|5,891|30
長崎|6,124|203,990|6|0|6,046|73
熊本|14,396|124,878|1|0|14,259|136
大分|8,187|306,850|0|0|8,103|84
宮崎|6,153|73,154|0|0|6,096|41
鹿児島|9,120|176,806|13|0|9,041|66
沖縄|50,541|438,045|164|7|49,980|398
その他（その他）|149|0|0|0|149|0
合計|1,727,063|27,925,661|2,064|49|1,706,849|18,381
