都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,982|1,192,885|127|2|59,356|1,472
青森|5,897|98,040|1|0|5,858|38
岩手|3,487|129,194|1|0|3,433|53
宮城|16,275|253,780|2|0|16,155|118
秋田|1,925|27,346|10|0|1,888|27
山形|3,551|107,099|0|0|3,495|56
福島|9,486|441,229|3|1|9,308|175
茨城|24,437|40,548|21|0|24,196|220
栃木|15,474|505,736|16|1|15,341|117
群馬|16,830|324,161|22|0|16,632|176
埼玉|115,759|1,557,358|115|9|114,589|1,055
千葉|100,433|1,157,005|55|1|99,346|1,026
東京|382,017|3,924,644|221|10|378,636|3,160
神奈川|169,115|1,721,623|142|7|167,661|1,312
新潟|8,008|302,777|7|0|7,940|61
富山|4,867|123,925|0|0|4,815|52
石川|7,967|204,708|4|0|7,812|129
福井|3,115|122,869|1|0|3,076|38
山梨|5,155|124,304|0|0|5,126|29
長野|8,883|344,734|1|0|8,841|97
岐阜|19,238|443,230|23|0|18,994|218
静岡|26,780|675,378|10|0|26,559|209
愛知|106,503|1,417,791|75|2|105,270|1,158
三重|14,810|251,936|3|0|14,969|163
滋賀|12,428|278,483|15|0|12,309|104
京都|35,957|448,084|36|0|35,626|291
大阪|202,938|3,880,015|270|33|199,610|3,058
兵庫|78,631|806,189|87|4|77,148|1,396
奈良|15,923|267,819|16|0|15,758|149
和歌山|5,299|67,117|3|0|5,129|62
鳥取|1,669|158,976|1|0|1,638|5
島根|1,731|60,030|2|0|1,724|5
岡山|15,482|289,814|87|1|15,194|136
広島|22,143|947,336|34|0|21,907|202
山口|5,787|202,677|28|0|5,666|93
徳島|3,291|110,857|4|0|3,222|65
香川|4,705|137,741|1|0|4,665|38
愛媛|5,409|163,715|6|0|5,321|82
高知|4,167|105,446|2|0|4,132|33
福岡|74,526|1,344,553|52|4|73,842|622
佐賀|5,866|113,016|2|0|5,888|30
長崎|6,118|192,613|0|0|6,045|73
熊本|14,395|124,519|2|1|14,257|136
大分|8,186|286,309|0|0|8,102|84
宮崎|6,151|73,041|0|0|6,094|41
鹿児島|9,102|173,035|0|0|9,036|66
沖縄|50,295|417,336|25|0|49,867|398
その他（その他）|149|0|0|0|149|0
合計|1,721,342|26,141,021|1,533|76|1,701,625|18,328
