都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|42,095|813,171|636|10|40,014|1,415
青森|2,561|53,400|31|0|2,499|31
岩手|1,826|90,109|102|1|1,677|47
宮城|9,448|164,771|218|2|9,110|91
秋田|955|16,461|40|1|895|20
山形|2,075|68,524|47|2|1,981|47
福島|5,141|294,879|169|5|4,811|161
茨城|10,978|34,183|313|5|10,499|166
栃木|7,311|315,229|169|10|7,060|82
群馬|8,113|202,894|67|3|7,892|154
埼玉|48,788|1,016,085|1,953|24|45,995|840
千葉|42,799|730,704|1,568|17|40,509|722
東京|185,427|2,652,387|7,466|57|175,695|2,266
神奈川|71,668|1,095,923|2,667|32|68,033|968
新潟|3,534|181,063|104|0|3,376|54
富山|2,072|77,537|27|2|2,007|38
石川|4,115|127,859|155|1|3,841|115
福井|1,409|73,841|81|0|1,293|35
山梨|2,175|62,325|51|0|2,103|21
長野|5,071|215,578|28|0|5,026|94
岐阜|9,536|281,983|78|3|9,271|187
静岡|9,742|427,835|359|4|9,230|153
愛知|51,806|872,844|679|14|50,136|991
三重|5,403|148,938|122|3|5,307|113
滋賀|5,662|160,382|96|2|5,476|90
京都|16,928|295,377|204|3|16,444|248
大阪|105,850|2,289,605|2,003|108|100,326|2,700
兵庫|41,463|529,482|395|13|39,758|1,310
奈良|8,536|177,590|162|2|8,242|132
和歌山|2,722|42,713|24|0|2,591|49
鳥取|521|87,294|31|0|472|2
島根|565|32,936|11|0|552|2
岡山|7,657|168,599|22|1|7,455|127
広島|11,612|568,107|75|4|11,352|177
山口|3,181|126,574|26|1|3,075|80
徳島|1,675|67,657|17|0|1,595|63
香川|2,124|89,695|27|0|2,071|31
愛媛|2,777|98,925|24|2|2,678|75
高知|1,923|58,744|63|1|1,831|29
福岡|36,189|869,325|500|9|35,093|526
佐賀|2,581|59,733|12|0|2,576|24
長崎|3,244|130,125|35|0|3,141|69
熊本|6,508|82,659|27|1|6,362|119
大分|3,514|176,734|19|0|3,431|64
宮崎|3,118|44,910|18|0|3,062|27
鹿児島|3,753|114,372|49|0|3,698|39
沖縄|21,585|265,983|585|33|20,791|215
（その他）|149|-|0|-|149|-
合計|827,885|16,556,044|21,555|376|790,481|15,009
