都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|244,950|1,922,733|19,894|7|223,251|1,952
青森|40,680|204,975|4,766|0|35,824|90
岩手|21,494|227,044|3,284|1|18,130|80
宮城|64,187|478,253|6,030|3|57,657|177
秋田|19,363|53,437|2,958|3|16,356|49
山形|19,433|177,317|2,010|1|17,342|81
福島|41,896|699,604|5,525|3|36,171|200
茨城|127,595|44,951|8,058|4|119,143|394
栃木|69,371|687,044|6,302|3|62,815|254
群馬|75,274|560,791|4,363|0|70,838|297
埼玉|466,434|2,529,370|28,184|15|436,839|1,411
千葉|386,364|1,861,841|21,959|9|360,797|1,685
東京|1,326,924|6,141,221|105,718|29|1,216,972|4,234
神奈川|643,645|2,180,686|32,038|18|609,531|2,076
新潟|50,226|544,760|5,464|1|44,671|91
富山|29,748|217,688|2,244|3|27,417|87
石川|37,660|361,705|3,006|1|34,445|186
福井|23,380|272,223|1,192|1|22,143|45
山梨|25,660|253,702|1,721|1|23,883|64
長野|50,672|604,518|5,074|0|44,627|168
岐阜|74,727|752,950|4,723|0|69,287|320
静岡|131,497|1,066,008|7,897|2|123,593|388
愛知|438,540|2,384,355|23,079|17|413,472|1,989
三重|61,972|439,857|5,113|1|58,154|275
滋賀|73,789|537,198|4,123|0|69,466|200
京都|165,042|740,122|8,726|8|155,097|681
大阪|834,267|6,356,585|39,506|274|789,913|4,819
兵庫|352,817|1,396,077|15,438|10|335,242|2,140
奈良|78,701|459,756|8,779|7|69,568|354
和歌山|31,083|143,019|1,507|0|29,289|110
鳥取|10,125|316,409|735|0|9,260|14
島根|10,794|148,690|1,262|0|9,521|11
岡山|68,662|493,254|3,679|2|61,607|225
広島|107,352|1,571,842|10,942|5|95,957|453
山口|32,542|495,987|2,546|1|29,829|167
徳島|17,171|183,993|780|2|16,318|79
香川|32,844|234,258|2,416|2|30,314|114
愛媛|27,852|305,395|2,438|4|25,281|133
高知|18,549|229,933|1,332|2|17,116|101
福岡|327,560|2,315,359|33,386|10|286,833|1,157
佐賀|36,040|226,945|3,092|0|30,374|92
長崎|36,280|316,913|3,670|0|34,139|117
熊本|70,802|239,624|5,840|5|64,686|276
大分|36,683|498,310|3,239|2|33,299|145
宮崎|30,840|161,350|4,641|1|26,154|120
鹿児島|51,092|325,696|5,762|0|44,781|171
沖縄|134,770|687,429|9,646|9|124,689|441
その他（その他）|149|0|0|0|149|0
合計|7,057,498|43,051,177|484,087|467|6,532,240|28,713
