都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|122,574|1,510,087|31,227|5|88,643|1,560
青森|13,641|139,718|3,833|0|9,762|46
岩手|6,051|158,033|1,444|0|4,553|54
宮城|27,594|343,875|5,417|4|21,128|121
秋田|5,939|37,308|2,071|0|3,841|27
山形|8,016|138,126|2,707|0|5,251|58
福島|17,867|556,279|4,329|3|13,360|178
茨城|48,379|43,398|8,664|8|39,481|234
栃木|31,593|591,005|7,684|6|23,775|134
群馬|38,627|443,558|7,923|6|30,497|207
埼玉|218,832|2,004,753|33,285|63|184,457|1,090
千葉|187,892|1,480,429|33,935|20|145,536|1,091
東京|740,540|5,025,903|169,697|59|567,574|3,269
神奈川|317,785|2,180,686|64,959|85|251,438|1,388
新潟|20,772|421,798|3,888|4|16,819|65
富山|9,797|163,857|2,952|1|6,793|52
石川|16,974|250,823|5,067|8|11,739|145
福井|7,548|176,087|1,429|0|6,081|38
山梨|11,561|173,670|2,180|0|9,350|38
長野|22,798|467,035|4,612|2|15,708|113
岐阜|37,534|583,961|6,974|6|29,371|235
静岡|60,299|884,858|14,258|6|45,328|241
愛知|212,750|1,824,608|45,933|35|165,550|1,267
三重|28,954|322,008|6,062|4|23,403|193
滋賀|31,714|373,115|8,884|1|22,715|115
京都|87,964|594,284|23,699|112|60,955|317
大阪|457,385|5,132,408|139,276|662|314,830|3,278
兵庫|174,970|1,099,749|56,082|49|117,398|1,500
奈良|35,759|360,651|11,990|21|23,599|170
和歌山|15,609|99,657|4,198|7|11,214|73
鳥取|4,408|224,292|863|1|3,479|5
島根|4,890|92,443|714|0|4,169|7
岡山|35,643|383,374|5,153|6|21,302|150
広島|58,529|1,298,039|19,853|14|38,399|277
山口|15,995|318,320|2,783|2|13,105|107
徳島|6,384|140,879|1,382|1|4,936|71
香川|11,558|177,947|2,727|2|8,774|48
愛媛|12,709|227,370|2,371|3|10,244|94
高知|8,051|149,440|1,872|4|6,137|42
福岡|166,545|1,812,587|51,161|15|109,062|704
佐賀|15,997|165,638|3,930|1|10,908|37
長崎|18,615|253,795|5,742|0|13,135|83
熊本|36,243|170,751|7,185|9|28,890|168
大分|17,434|382,099|3,403|0|13,943|88
宮崎|14,308|109,656|2,807|0|11,476|55
鹿児島|22,093|231,036|4,723|2|16,561|88
沖縄|88,482|554,122|5,577|33|82,473|413
その他（その他）|149|0|0|0|149|0
合計|3,555,751|34,273,515|836,905|1,270|2,667,291|19,734
