都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|206,875|1,788,628|16,298|5|189,181|1,900
青森|31,234|185,128|4,235|0|26,918|81
岩手|16,083|202,053|2,383|1|13,629|71
宮城|52,797|435,324|5,315|2|47,037|168
秋田|13,862|48,133|1,764|0|12,054|44
山形|15,891|164,286|2,074|1|13,740|77
福島|31,907|651,254|3,259|2|28,459|189
茨城|102,784|44,484|9,567|4|92,856|361
栃木|56,715|650,815|5,655|1|50,827|233
群馬|64,269|524,539|4,852|3|59,142|275
埼玉|394,683|2,364,264|28,082|26|365,304|1,297
千葉|333,728|1,750,676|22,224|20|308,158|1,604
東京|1,179,338|5,798,568|106,623|46|1,068,646|4,069
神奈川|565,798|2,180,686|35,489|61|528,354|1,955
新潟|37,708|498,824|3,587|2|34,036|85
富山|25,590|203,107|4,620|1|20,899|71
石川|32,439|329,452|3,322|5|28,913|181
福井|19,661|251,957|2,004|3|17,616|41
山梨|20,578|229,365|1,706|1|18,816|61
長野|39,258|545,187|3,599|2|34,834|160
岐阜|63,824|704,965|3,686|4|59,656|305
静岡|112,986|1,018,639|10,597|5|98,839|372
愛知|387,179|2,230,779|22,476|33|362,793|1,910
三重|51,107|408,628|3,475|7|48,777|262
滋賀|64,026|500,625|6,628|4|57,213|185
京都|147,208|702,001|7,995|31|138,197|604
大阪|759,912|6,023,285|48,963|576|706,425|4,490
兵庫|315,243|1,321,003|19,188|20|294,012|2,044
奈良|70,806|431,917|8,590|11|61,884|332
和歌山|26,704|131,303|864|2|25,573|107
鳥取|8,463|287,527|720|0|7,634|11
島根|8,369|130,033|846|1|7,514|9
岡山|58,762|467,245|3,674|5|52,944|221
広島|88,320|1,476,989|7,461|8|80,420|439
山口|26,825|462,176|2,269|1|24,396|160
徳島|15,120|172,235|1,300|1|13,745|78
香川|26,518|217,535|3,042|1|23,375|101
愛媛|22,378|282,832|2,122|3|20,130|126
高知|15,660|206,016|1,408|3|14,155|97
福岡|282,574|2,167,155|27,438|12|248,899|1,094
佐賀|29,184|207,984|2,277|1|24,743|77
長崎|30,678|297,432|2,677|1|29,274|116
熊本|60,460|221,507|5,393|9|54,801|266
大分|29,293|461,550|1,658|3|27,509|126
宮崎|23,154|145,944|2,118|0|20,997|115
鹿児島|38,590|291,656|2,803|3|35,408|161
沖縄|114,081|637,281|5,048|6|108,598|437
その他（その他）|149|0|0|0|149|0
合計|6,118,771|40,452,972|471,374|937|5,607,479|27,168
