都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|252,335|1,944,322|20,502|7|229,171|1,958
青森|42,013|208,082|4,702|0|37,218|93
岩手|22,649|232,356|3,410|1|19,158|81
宮城|66,141|486,839|6,164|4|59,202|179
秋田|20,524|53,887|2,993|3|17,480|51
山形|20,178|178,577|2,038|1|18,057|83
福島|43,859|714,462|5,533|0|38,126|200
茨城|130,769|44,951|7,843|4|122,524|402
栃木|71,444|690,242|6,976|3|64,211|257
群馬|77,224|570,124|4,712|0|72,211|301
埼玉|475,849|2,550,840|27,291|10|447,140|1,418
千葉|394,240|1,882,057|21,124|8|365,830|1,695
東京|1,355,201|6,225,823|107,490|21|1,243,460|4,251
神奈川|656,017|2,180,686|31,320|20|622,607|2,090
新潟|52,464|554,996|5,822|1|46,551|91
富山|30,229|219,618|2,250|0|27,889|90
石川|38,581|367,785|3,120|2|35,252|186
福井|24,031|277,257|1,354|1|22,632|45
山梨|26,317|253,702|1,801|1|24,462|64
長野|53,077|615,735|4,909|0|46,230|169
岐阜|76,986|765,078|5,172|0|70,787|320
静岡|134,533|1,066,008|8,122|0|125,802|389
愛知|446,568|2,410,763|25,080|17|419,494|1,994
三重|63,948|439,857|5,538|1|59,736|279
滋賀|75,137|540,437|4,330|0|70,607|200
京都|168,053|746,976|9,458|10|156,802|686
大阪|848,753|6,410,111|42,791|44|801,088|4,848
兵庫|358,301|1,407,116|15,297|17|340,857|2,151
奈良|80,128|464,873|9,387|7|70,386|355
和歌山|32,163|145,789|1,620|2|30,252|111
鳥取|10,390|321,365|731|0|9,517|14
島根|11,253|156,561|1,326|0|9,916|11
岡山|71,009|493,254|3,679|2|61,607|226
広島|110,406|1,611,793|11,907|6|98,044|455
山口|33,409|507,518|2,618|1|30,621|170
徳島|17,580|186,535|956|2|16,553|79
香川|34,058|237,837|2,821|1|31,121|116
愛媛|29,049|306,983|2,855|4|26,061|133
高知|19,097|230,773|1,507|2|17,489|101
福岡|335,551|2,342,420|36,075|10|290,956|1,167
佐賀|37,717|231,192|3,431|0|31,335|94
長崎|37,622|321,176|4,127|0|35,085|118
熊本|73,133|243,372|5,537|4|67,320|276
大分|38,079|507,251|3,480|1|34,453|146
宮崎|32,853|164,184|4,996|1|27,812|121
鹿児島|53,199|331,546|5,778|1|46,578|171
沖縄|139,361|696,752|11,092|10|127,826|441
その他（その他）|149|0|0|0|149|0
合計|7,221,627|43,539,861|501,065|230|6,667,665|28,876
