都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|564,518|2,725,209|56,928|6|505,506|2,275
青森|111,040|333,889|12,330|0|98,545|165
岩手|72,390|377,598|9,416|0|62,844|130
宮城|182,053|776,076|24,174|14|153,996|259
秋田|62,331|70,391|13,417|3|48,828|86
山形|60,217|221,976|11,502|0|48,604|121
福島|117,893|1,010,375|18,071|2|99,582|240
茨城|266,184|1,477,266|18,804|4|246,857|523
栃木|165,205|867,862|20,467|6|144,380|358
群馬|172,175|797,359|42,667|5|129,120|388
埼玉|941,090|3,550,593|74,914|38|864,324|1,852
千葉|753,746|2,600,467|50,080|12|694,809|2,064
東京|2,644,327|8,571,554|214,647|35|2,424,718|4,962
神奈川|1,223,394|4,122,467|50,247|64|1,170,626|2,521
新潟|153,086|834,215|19,160|6|133,820|106
富山|80,637|310,974|14,142|2|66,378|117
石川|108,717|640,649|15,413|5|93,068|213
福井|78,063|406,435|11,213|3|66,789|61
山梨|68,168|443,620|8,232|0|59,914|94
長野|138,829|909,122|16,376|3|118,948|237
岐阜|204,809|1,128,699|26,131|3|173,867|417
静岡|347,778|1,591,524|40,061|12|302,684|558
愛知|999,392|3,505,309|119,385|38|877,648|2,359
三重|169,542|669,849|26,396|2|146,065|390
滋賀|168,245|822,052|21,655|2|146,331|259
京都|367,729|1,067,825|63,473|78|298,709|814
大阪|1,683,641|8,751,548|206,725|76|1,471,206|5,710
兵庫|760,614|2,108,072|91,324|42|666,821|2,484
奈良|165,852|658,798|37,692|13|127,722|438
和歌山|92,528|259,636|11,156|3|80,890|173
鳥取|40,876|579,460|7,421|2|33,026|37
島根|57,298|307,215|8,412|0|48,823|63
岡山|183,939|723,970|20,921|11|140,502|306
広島|280,515|2,342,329|47,566|10|232,374|575
山口|105,304|729,913|17,284|4|87,768|252
徳島|51,177|268,981|8,843|4|42,294|106
香川|95,827|349,233|13,820|4|81,804|203
愛媛|104,799|510,790|21,214|4|83,383|202
高知|62,572|404,831|12,372|8|50,032|168
福岡|836,120|3,506,097|92,991|17|720,241|1,531
佐賀|115,700|371,692|13,023|2|93,476|172
長崎|140,867|602,822|38,642|3|102,195|184
熊本|245,832|434,793|37,486|19|207,881|465
大分|125,420|775,355|15,965|7|109,234|221
宮崎|133,618|222,056|22,882|4|110,105|222
鹿児島|204,796|615,923|29,809|14|170,045|318
沖縄|431,635|1,094,583|32,701|20|397,970|548
その他（その他）|149|0|0|0|149|0
合計|16,140,637|65,451,452|1,787,550|610|14,234,901|35,947
