都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|28,040|573,238|3,478|26|23,346|913
青森|1,873|36,929|302|5|1,544|27
岩手|1,138|62,455|190|3|910|38
宮城|8,439|126,945|396|12|7,947|74
秋田|643|11,879|156|0|478|9
山形|1,638|50,974|129|6|1,472|37
福島|4,061|202,600|630|22|3,302|129
茨城|8,749|31,120|490|15|8,124|135
栃木|5,682|224,618|293|4|5,315|74
群馬|6,946|149,359|738|17|6,098|110
埼玉|40,548|802,472|2,739|51|37,054|755
千葉|34,872|564,741|1,356|20|32,868|648
東京|149,061|2,117,329|7,224|86|139,906|1,931
神奈川|56,572|850,769|2,140|51|53,590|842
新潟|2,694|120,637|381|3|2,286|27
富山|1,445|55,006|148|6|1,265|32
石川|3,028|76,186|583|17|2,355|88
福井|963|53,881|77|1|852|34
山梨|1,347|36,365|124|3|1,206|19
長野|4,192|157,363|312|8|3,863|72
岐阜|7,040|205,502|963|10|5,935|142
静岡|7,027|315,045|533|6|6,365|129
愛知|37,707|600,756|4,585|54|32,465|657
三重|4,265|104,528|528|12|3,747|95
滋賀|4,309|111,487|647|10|3,594|68
京都|13,928|229,606|1,535|30|12,249|194
大阪|92,035|1,573,865|21,812|389|67,496|1,835
兵庫|35,929|411,205|4,595|101|30,523|811
奈良|7,137|136,175|875|25|6,170|92
和歌山|2,414|36,332|217|36|2,125|34
鳥取|405|65,771|40|1|357|2
島根|394|21,314|35|1|359|0
岡山|5,443|108,427|863|20|3,492|49
広島|7,303|307,758|762|13|5,995|111
山口|2,231|82,172|428|6|1,754|49
徳島|1,526|48,606|210|7|1,264|52
香川|1,685|67,225|410|4|1,258|23
愛媛|2,567|69,986|248|8|2,256|63
高知|1,132|8,604|54|3|1,058|20
福岡|28,243|655,689|4,534|61|22,647|374
佐賀|2,091|43,346|364|3|1,650|15
長崎|2,603|99,416|523|13|2,037|46
熊本|4,914|69,306|691|18|4,140|83
大分|2,590|123,713|682|3|1,878|30
宮崎|2,697|35,075|457|5|2,207|25
鹿児島|2,710|89,488|436|4|2,213|28
沖縄|13,372|199,885|1,191|15|12,047|140
（その他）|149|-|0|-|149|-
合計|655,777|12,125,148|70,104|1,214|571,211|11,161
