都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|23,000|506,917|1,127|25|20,980|826
青森|1,435|31,106|237|0|1,178|20
岩手|811|53,943|48|1|732|31
宮城|7,832|114,875|759|17|7,010|54
秋田|402|9,637|62|0|331|9
山形|1,411|44,981|192|5|1,189|30
福島|3,148|178,294|330|11|2,697|121
茨城|7,729|28,924|519|10|7,079|131
栃木|5,173|193,528|190|4|4,913|70
群馬|5,637|131,991|299|4|5,236|102
埼玉|36,444|728,120|2,045|30|33,664|735
千葉|32,211|532,307|1,219|11|30,378|614
東京|133,662|1,955,136|5,802|52|125,991|1,869
神奈川|51,974|779,963|1,816|31|49,353|805
新潟|2,108|101,380|336|2|1,754|18
富山|1,229|48,632|148|3|1,052|29
石川|2,309|68,389|252|11|1,987|68
福井|831|44,298|169|2|630|32
山梨|1,113|35,312|65|1|1,029|19
長野|3,675|141,593|389|4|3,260|54
岐阜|5,535|180,518|330|3|5,075|130
静岡|6,261|280,654|265|3|5,875|121
愛知|31,112|530,413|2,485|16|28,011|616
三重|3,418|91,905|460|17|2,970|76
滋賀|3,432|100,311|448|5|2,923|61
京都|11,427|203,699|1,142|9|10,142|181
大阪|73,412|1,315,417|15,874|334|55,555|1,324
兵庫|27,564|355,546|4,156|88|22,763|645
奈良|5,573|118,912|1,000|19|4,506|67
和歌山|1,979|30,171|379|56|1,547|22
鳥取|352|59,075|74|0|270|2
島根|324|19,437|28|0|296|0
岡山|3,447|89,012|396|11|2,907|37
広島|5,573|232,883|219|3|5,223|108
山口|1,674|77,872|212|0|1,419|43
徳島|1,068|40,362|352|7|685|31
香川|1,137|59,274|152|4|970|20
愛媛|2,132|56,885|388|9|1,715|29
高知|980|7,672|28|0|933|19
福岡|21,021|572,011|1,506|12|19,168|345
佐賀|1,452|36,180|179|0|1,280|13
長崎|1,887|88,116|220|1|1,633|40
熊本|3,767|61,660|203|5|3,487|77
大分|1,502|104,856|147|1|1,331|24
宮崎|2,089|28,570|58|0|2,001|22
鹿児島|2,003|79,790|75|0|1,917|28
沖縄|11,952|185,402|1,285|10|10,540|133
（その他）|149|-|0|-|149|-
合計|554,356|10,735,929|48,065|837|495,734|9,851
