都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,738|1,159,353|99|1|59,172|1,470
青森|5,892|94,672|16|1|5,838|38
岩手|3,486|126,071|0|0|3,433|53
宮城|16,264|248,218|9|1|16,134|118
秋田|1,906|26,882|9|0|1,870|27
山形|3,548|103,042|7|0|3,485|56
福島|9,483|427,631|6|2|9,302|175
茨城|24,400|40,489|30|2|24,152|218
栃木|15,444|497,157|13|1|15,315|116
群馬|16,782|311,128|59|0|16,547|176
埼玉|115,598|1,513,895|146|14|114,410|1,042
千葉|100,305|1,119,672|85|4|99,184|1,024
東京|381,633|3,810,106|367|14|378,119|3,147
神奈川|168,889|1,665,275|144|10|167,437|1,308
新潟|7,992|298,761|15|0|7,916|61
富山|4,866|119,767|12|0|4,802|52
石川|7,963|201,094|16|0|7,796|129
福井|3,105|119,962|2|0|3,065|38
山梨|5,155|121,233|5|0|5,121|29
長野|8,872|332,057|27|0|8,804|96
岐阜|19,125|428,707|70|1|18,824|218
静岡|26,747|649,567|14|0|26,516|209
愛知|106,330|1,368,278|176|6|104,998|1,156
三重|14,787|244,929|33|1|14,914|163
滋賀|12,407|270,297|43|0|12,261|103
京都|35,874|436,737|53|1|35,527|291
大阪|202,422|3,718,678|522|46|197,379|3,045
兵庫|78,428|781,138|223|5|76,810|1,395
奈良|15,882|259,808|46|0|15,687|149
和歌山|5,292|66,414|4|1|5,121|62
鳥取|1,668|153,858|8|0|1,630|5
島根|1,707|57,507|42|1|1,660|5
岡山|15,293|276,298|33|1|15,099|136
広島|22,041|925,167|53|0|21,786|202
山口|5,734|194,711|36|0|5,605|93
徳島|3,285|107,958|3|0|3,217|65
香川|4,703|134,228|2|0|4,662|38
愛媛|5,380|159,661|56|0|5,242|82
高知|4,164|101,878|11|1|4,121|32
福岡|74,421|1,304,649|84|7|73,699|621
佐賀|5,853|109,049|31|0|5,846|30
長崎|6,112|186,868|19|0|6,020|73
熊本|14,391|124,208|14|2|14,241|136
大分|8,186|277,309|3|0|8,099|84
宮崎|6,151|73,029|6|0|6,088|41
鹿児島|9,101|171,044|4|0|9,031|66
沖縄|50,223|408,627|120|1|49,698|380
その他（その他）|149|0|0|0|149|0
合計|1,718,177|25,327,067|2,776|124|1,695,832|18,253
