都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|438,677|2,536,046|32,223|3|401,001|2,130
青森|84,985|298,621|12,203|0|72,645|137
岩手|51,711|340,357|7,582|0|44,024|105
宮城|124,730|694,986|16,963|8|104,383|210
秋田|42,753|67,324|7,921|1|34,755|77
山形|39,719|211,812|6,126|0|33,500|103
福島|80,110|928,607|9,215|1|70,666|229
茨城|197,616|1,477,266|15,676|2|181,470|470
栃木|120,245|817,807|17,979|4|101,974|292
群馬|126,650|738,909|21,131|2|105,184|335
埼玉|724,525|3,245,266|93,589|21|629,263|1,673
千葉|591,233|2,398,585|56,538|9|512,696|1,847
東京|2,064,970|7,927,522|260,063|27|1,800,263|4,644
神奈川|982,991|3,660,812|83,275|41|897,424|2,292
新潟|100,360|757,561|15,103|6|85,166|91
富山|55,579|286,052|11,569|3|43,909|101
石川|78,438|570,397|10,879|0|67,336|200
福井|52,876|373,623|7,691|0|45,132|53
山梨|46,482|401,267|6,806|0|39,652|73
長野|100,477|838,264|10,438|0|85,579|209
岐阜|142,696|1,031,673|18,531|3|120,983|363
静岡|243,822|1,461,385|34,732|3|205,539|444
愛知|737,766|3,150,313|100,827|15|634,802|2,137
三重|118,726|601,120|18,677|0|102,121|334
滋賀|120,926|738,700|15,393|2|105,305|228
京都|273,349|951,558|38,061|68|229,293|767
大阪|1,310,456|8,141,962|195,237|46|1,109,907|5,312
兵庫|562,905|1,845,925|66,110|23|494,499|2,304
奈良|122,573|600,942|18,630|12|103,538|405
和歌山|62,277|215,009|6,548|2|55,331|130
鳥取|26,079|498,101|4,961|0|20,841|23
島根|40,629|286,178|8,111|5|32,478|40
岡山|129,799|657,510|5,799|1|107,799|256
広島|201,842|2,098,726|17,837|9|183,491|514
山口|68,516|661,736|11,511|0|56,809|196
徳島|33,515|250,607|5,046|2|28,412|89
香川|66,471|313,927|9,054|1|57,275|142
愛媛|67,413|438,608|12,340|1|54,923|150
高知|41,272|352,706|6,007|6|35,146|119
福岡|614,235|3,165,011|82,425|12|511,174|1,343
佐賀|83,703|334,028|11,211|0|67,236|127
長崎|92,390|516,859|14,231|1|78,092|140
熊本|175,931|377,376|27,029|8|148,539|363
大分|86,681|702,254|13,364|0|73,134|183
宮崎|87,244|206,270|15,228|1|71,687|162
鹿児島|137,651|519,383|21,790|1|112,449|229
沖縄|343,386|1,024,162|39,596|26|303,163|507
その他（その他）|149|0|0|0|149|0
合計|12,097,529|59,713,113|1,521,256|376|10,460,137|32,278
