都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,347|1,264,646|132|0|59,738|1,474
青森|5,901|104,169|0|0|5,863|38
岩手|3,487|135,686|0|0|3,434|53
宮城|16,288|264,222|2|0|16,168|118
秋田|1,934|27,617|0|0|1,907|27
山形|3,606|114,596|1|0|3,549|56
福島|9,505|469,502|10|0|9,319|176
茨城|24,478|40,574|12|1|24,246|220
栃木|15,542|525,972|34|0|15,391|117
群馬|17,260|352,550|187|1|16,897|176
埼玉|116,013|1,641,926|69|1|114,885|1,059
千葉|100,628|1,231,446|56|0|99,538|1,028
東京|382,718|4,152,039|335|2|379,210|3,173
神奈川|169,658|1,826,301|209|2|168,130|1,319
新潟|8,181|326,457|61|0|8,058|62
富山|4,869|131,784|1|0|4,816|52
石川|8,016|213,562|45|0|7,818|131
福井|3,115|126,504|0|0|3,077|38
山梨|5,161|135,182|3|0|5,129|29
長野|8,922|366,041|19|0|8,860|97
岐阜|19,276|470,636|6|0|19,051|219
静岡|26,883|725,383|17|0|26,654|209
愛知|106,714|1,507,682|36|0|105,517|1,161
三重|14,818|271,132|0|0|14,982|163
滋賀|12,468|295,269|28|0|12,336|104
京都|36,074|469,753|47|3|35,722|292
大阪|203,485|4,214,391|174|19|200,247|3,064
兵庫|78,805|859,711|74|2|77,333|1,398
奈良|15,941|281,590|5|0|15,787|149
和歌山|5,303|68,324|0|0|5,136|62
鳥取|1,669|168,447|0|0|1,639|5
島根|1,733|64,047|0|0|1,728|5
岡山|15,554|310,392|4|1|15,413|136
広島|22,180|981,919|5|0|21,973|202
山口|5,802|213,348|10|0|5,699|93
徳島|3,291|116,447|0|0|3,225|66
香川|4,705|145,029|0|0|4,666|38
愛媛|5,412|173,609|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,751|1,427,863|58|2|74,048|626
佐賀|5,866|120,160|0|0|5,891|30
長崎|6,120|203,041|1|0|6,046|73
熊本|14,396|124,842|0|0|14,260|136
大分|8,187|305,423|0|0|8,103|84
宮崎|6,153|73,148|0|0|6,096|41
鹿児島|9,118|176,445|13|0|9,039|66
沖縄|50,457|435,531|100|3|49,963|398
その他（その他）|149|0|0|0|149|0
合計|1,726,106|27,759,785|1,754|37|1,706,200|18,378
