都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|216,368|1,827,758|15,846|4|198,758|1,918
青森|34,076|191,402|3,896|0|30,098|82
岩手|17,433|213,455|2,101|0|15,255|77
宮城|55,751|447,223|5,133|6|49,975|171
秋田|15,269|50,081|1,960|2|13,264|45
山形|16,783|167,839|2,028|2|14,676|79
福島|34,245|666,002|3,280|2|30,769|196
茨城|109,105|44,674|7,196|5|101,538|371
栃木|60,065|658,472|5,139|1|54,687|239
群馬|67,565|535,025|4,579|4|62,706|280
埼玉|414,207|2,410,841|24,867|23|387,984|1,356
千葉|347,251|1,786,390|18,486|16|324,616|1,639
東京|1,220,749|5,901,828|92,947|36|1,123,661|4,141
神奈川|586,892|2,180,686|28,701|44|556,200|1,991
新潟|40,411|510,694|3,536|0|36,788|87
富山|26,962|207,665|3,297|3|23,591|74
石川|33,502|338,612|2,113|4|31,182|184
福井|20,531|258,436|1,321|1|19,169|41
山梨|21,744|239,637|1,376|2|20,312|62
長野|41,986|558,525|4,249|0|37,280|161
岐阜|66,680|719,669|3,513|3|62,497|310
静岡|118,026|1,042,858|7,576|1|106,938|375
愛知|400,896|2,282,527|19,317|27|379,632|1,947
三重|53,581|419,043|3,302|8|51,465|265
滋賀|67,233|511,660|5,357|2|61,688|188
京都|151,748|712,475|7,703|18|142,540|646
大阪|781,081|6,121,999|38,403|401|738,055|4,606
兵庫|325,252|1,340,483|14,775|18|308,399|2,078
奈良|72,864|439,573|8,885|11|63,637|342
和歌山|27,580|133,928|830|3|26,473|109
鳥取|8,987|297,317|766|0|8,108|11
島根|8,899|135,610|770|0|8,120|9
岡山|61,062|474,647|2,704|2|56,294|221
広島|92,623|1,494,137|8,628|5|83,549|446
山口|28,218|473,883|2,021|1|26,035|162
徳島|15,775|176,319|923|0|14,779|79
香川|28,394|222,054|2,614|0|25,673|107
愛媛|23,830|289,504|1,981|4|21,722|127
高知|16,492|209,869|1,276|3|15,118|98
福岡|293,739|2,208,073|24,904|8|261,651|1,116
佐賀|30,662|213,109|1,752|1|26,511|79
長崎|31,989|302,842|2,678|1|30,638|116
熊本|62,025|225,705|4,453|8|57,303|269
大分|30,820|471,718|1,931|1|28,752|137
宮崎|24,392|148,591|1,736|0|22,613|117
鹿児島|41,397|299,708|3,413|1|37,349|167
沖縄|118,843|649,253|5,945|9|112,465|438
その他（その他）|149|0|0|0|149|0
合計|6,364,132|41,211,799|410,207|691|5,910,662|27,759
