都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|384,612|2,398,562|5,164|2|377,451|2,096
青森|63,683|268,732|1,918|0|61,650|115
岩手|38,486|302,916|737|0|37,652|97
宮城|95,151|632,593|1,518|2|92,994|201
秋田|32,284|64,001|375|0|31,837|72
山形|30,926|202,365|772|0|30,057|97
福島|67,216|882,281|826|0|66,163|227
茨城|166,302|1,380,150|1,511|0|164,344|447
栃木|94,740|779,865|1,112|0|93,350|278
群馬|99,143|684,411|1,312|0|97,508|323
埼玉|575,264|2,988,892|9,018|3|564,581|1,665
千葉|469,276|2,212,869|3,912|1|456,924|1,798
東京|1,617,855|7,294,984|32,976|7|1,580,296|4,583
神奈川|789,224|3,152,340|12,314|6|774,672|2,238
新潟|76,436|695,868|1,042|0|75,303|91
富山|40,681|265,847|1,244|0|39,341|96
石川|60,782|518,163|1,035|1|59,526|198
福井|39,639|345,887|851|0|38,742|46
山梨|34,786|367,347|466|0|34,257|68
長野|78,455|779,643|958|0|77,218|205
岐阜|110,594|952,146|2,119|1|107,561|347
静岡|181,289|1,333,438|3,544|1|176,880|421
愛知|573,796|2,935,842|10,055|2|561,642|2,099
三重|88,701|565,118|2,095|1|88,362|313
滋賀|96,515|687,655|1,740|0|94,554|221
京都|214,762|877,287|3,584|17|209,750|750
大阪|1,026,538|7,529,315|21,575|5|999,748|5,215
兵庫|447,832|1,656,557|6,938|2|438,642|2,252
奈良|96,991|547,268|1,438|2|95,161|392
和歌山|45,672|182,789|1,256|0|44,086|118
鳥取|17,021|430,640|925|0|15,871|20
島根|21,844|234,585|3,479|0|18,348|17
岡山|105,532|624,097|1,210|1|102,840|252
広島|170,646|2,003,045|3,820|2|166,331|495
山口|50,211|611,547|1,681|0|48,349|181
徳島|24,897|231,318|611|0|24,203|85
香川|51,430|294,040|872|0|50,430|128
愛媛|46,316|393,336|2,657|0|43,516|143
高知|31,296|323,703|1,126|1|30,054|116
福岡|455,613|2,859,677|8,733|0|438,243|1,277
佐賀|59,068|299,963|2,386|0|53,490|110
長崎|67,707|446,488|2,971|0|64,620|126
熊本|115,878|307,557|6,079|1|109,491|308
大分|59,674|631,384|2,154|0|57,355|165
宮崎|59,962|195,623|2,129|0|57,601|147
鹿児島|96,066|449,045|3,110|0|91,955|210
沖縄|260,927|937,740|13,054|10|247,313|491
その他（その他）|149|0|0|0|149|0
合計|9,431,868|54,758,919|190,402|68|9,190,411|31,340
