都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|22,459|494,017|1,013|24|20,623|805
青森|1,320|29,612|176|0|1,124|20
岩手|781|52,432|49|1|701|31
宮城|7,601|111,513|867|19|6,668|49
秋田|377|9,186|56|1|312|9
山形|1,349|43,463|241|4|1,080|28
福島|3,007|171,573|274|11|2,615|118
茨城|7,484|28,508|430|9|6,924|130
栃木|5,080|190,190|169|3|4,841|70
群馬|5,494|127,459|272|8|5,120|102
埼玉|35,570|709,844|1,646|34|33,194|730
千葉|31,714|516,145|1,187|12|29,926|601
東京|130,488|1,909,918|4,785|47|123,856|1,847
神奈川|51,021|760,497|1,539|27|48,681|801
新潟|1,951|96,775|297|4|1,636|18
富山|1,154|46,867|136|2|989|29
石川|2,192|66,117|188|12|1,935|67
福井|741|41,883|104|2|606|31
山梨|1,071|35,312|54|1|998|19
長野|3,525|135,888|400|2|3,108|53
岐阜|5,376|174,558|270|4|4,977|129
静岡|6,158|273,186|239|3|5,798|121
愛知|30,194|515,953|2,112|12|27,470|612
三重|3,189|86,936|315|13|2,892|75
滋賀|3,233|97,622|329|3|2,843|61
京都|10,924|196,943|922|10|9,854|179
大阪|68,688|1,259,835|13,475|302|53,319|1,273
兵庫|25,739|341,684|3,936|81|21,177|626
奈良|5,164|113,113|876|23|4,227|61
和歌山|1,807|30,171|328|44|1,431|20
鳥取|343|57,430|96|0|238|2
島根|297|18,895|9|0|288|0
岡山|3,244|89,012|246|4|2,742|35
広島|5,436|201,024|156|1|5,156|107
山口|1,570|74,020|126|0|1,401|43
徳島|939|37,102|305|6|607|27
香川|1,065|57,617|115|3|934|19
愛媛|1,970|52,286|344|8|1,598|28
高知|965|7,595|20|1|926|19
福岡|20,242|552,868|956|12|18,942|344
佐賀|1,352|34,919|96|0|1,265|13
長崎|1,779|85,701|131|0|1,608|40
熊本|3,591|60,022|67|3|3,450|74
大分|1,379|101,276|39|1|1,318|22
宮崎|2,053|27,800|60|0|1,986|22
鹿児島|1,970|78,467|71|1|1,893|28
沖縄|11,521|179,773|1,192|11|10,205|130
（その他）|149|-|0|-|149|-
合計|534,716|10,383,007|40,714|769|483,631|9,668
