都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|249,567|1,937,060|19,695|9|227,111|1,954
青森|41,610|207,432|4,994|0|36,523|93
岩手|22,218|229,917|3,368|1|18,769|81
宮城|65,543|485,118|5,929|3|58,689|178
秋田|20,167|53,712|2,850|3|17,266|51
山形|19,921|178,107|1,963|1|17,875|83
福島|43,127|710,951|5,358|2|37,569|200
茨城|129,496|44,951|7,609|2|121,487|400
栃木|70,812|689,864|6,762|2|63,793|257
群馬|76,669|567,813|4,687|0|71,682|300
埼玉|471,986|2,548,031|26,480|16|444,088|1,418
千葉|391,264|1,882,057|21,124|8|365,830|1,692
東京|1,346,661|6,206,623|105,435|23|1,236,982|4,244
神奈川|652,279|2,180,686|30,458|16|619,741|2,080
新潟|51,650|551,155|5,671|1|45,888|91
富山|30,067|219,286|2,296|0|27,682|89
石川|38,207|365,579|2,967|2|35,031|186
福井|23,818|276,109|1,360|1|22,413|45
山梨|26,085|253,702|1,760|1|24,272|64
長野|52,209|613,614|4,766|0|45,919|169
岐阜|76,279|760,982|4,966|1|70,284|320
静岡|133,435|1,066,008|7,669|1|125,164|389
愛知|443,138|2,403,306|23,519|15|417,627|1,992
三重|63,274|439,857|5,500|1|59,092|278
滋賀|74,673|539,612|4,159|0|70,314|200
京都|166,945|744,889|9,398|10|155,691|685
大阪|844,439|6,388,933|42,295|281|797,278|4,837
兵庫|355,629|1,402,152|14,935|17|338,551|2,147
奈良|79,650|463,571|9,096|8|70,199|355
和歌山|31,831|144,894|1,557|0|29,983|111
鳥取|10,292|319,895|696|0|9,454|14
島根|11,106|148,690|1,330|0|9,765|11
岡山|70,203|493,254|3,679|2|61,607|225
広島|109,265|1,571,842|12,142|5|96,669|454
山口|33,144|507,518|2,638|1|30,336|170
徳島|17,450|185,389|911|2|16,468|79
香川|33,670|236,579|2,668|1|30,886|116
愛媛|28,709|306,405|2,767|4|25,809|133
高知|18,917|230,440|1,452|3|17,364|101
福岡|332,800|2,333,415|34,349|9|289,789|1,162
佐賀|37,182|229,704|3,177|0|31,029|92
長崎|37,205|319,919|4,045|0|34,722|117
熊本|72,391|240,815|5,304|4|66,811|276
大分|37,623|504,318|3,364|2|34,113|146
宮崎|32,166|163,153|5,001|1|27,120|120
鹿児島|52,527|329,259|5,615|0|46,035|171
沖縄|137,935|693,771|10,755|8|126,728|441
その他（その他）|149|0|0|0|149|0
合計|7,165,383|43,370,337|488,519|467|6,627,647|28,817
