都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|168,465|1,642,843|26,444|5|140,172|1,744
青森|20,283|158,997|3,395|0|16,830|58
岩手|9,752|176,992|2,635|1|7,462|59
宮城|39,360|383,290|6,033|10|32,413|138
秋田|9,237|42,683|1,974|2|7,231|32
山形|11,280|149,456|2,173|0|9,042|65
福島|23,657|598,961|2,768|7|20,705|184
茨城|70,508|43,898|8,376|17|61,850|282
栃木|44,406|618,970|7,256|10|36,972|178
群馬|50,718|478,277|6,907|9|43,566|245
埼玉|304,791|2,178,164|34,902|63|268,722|1,167
千葉|261,915|1,610,961|33,053|28|224,311|1,311
東京|974,235|5,409,687|164,922|73|805,720|3,593
神奈川|439,450|2,180,686|48,517|107|389,284|1,649
新潟|28,724|457,303|3,734|3|24,922|68
富山|16,918|180,667|5,285|5|11,571|62
石川|23,750|287,459|3,568|6|19,996|163
福井|12,006|208,557|1,693|2|10,274|39
山梨|16,000|198,398|2,384|3|13,589|42
長野|30,393|500,690|3,775|3|26,179|142
岐阜|52,023|643,591|6,552|9|44,391|270
静岡|86,206|943,366|13,399|5|69,618|329
愛知|306,325|2,016,583|38,227|57|266,518|1,580
三重|39,936|369,137|5,225|5|35,629|235
滋賀|47,495|425,997|8,860|1|38,501|134
京都|121,252|648,317|19,256|93|99,777|415
大阪|635,852|5,571,739|115,268|776|516,691|3,863
兵庫|250,924|1,218,168|36,127|39|213,033|1,781
奈良|53,808|394,420|14,025|23|39,523|260
和歌山|22,043|116,483|2,101|5|19,692|101
鳥取|6,323|253,666|1,252|1|4,977|9
島根|6,179|109,739|668|0|5,503|8
岡山|47,611|424,777|4,981|12|40,128|194
広島|72,253|1,387,944|10,330|14|61,545|378
山口|20,588|377,372|2,409|3|18,054|125
徳島|10,300|154,752|2,114|2|8,126|73
香川|17,901|195,512|3,341|5|14,488|72
愛媛|16,416|254,386|1,942|2|14,362|112
高知|11,670|171,888|1,754|8|9,840|76
福岡|227,764|1,985,084|42,870|18|178,047|908
佐賀|22,587|185,659|3,160|3|17,408|61
長崎|24,501|274,917|3,922|2|21,385|108
熊本|47,720|193,501|7,676|14|39,824|220
大分|23,157|419,602|2,491|0|20,568|98
宮崎|18,162|126,705|2,009|0|16,121|86
鹿児島|30,352|260,699|3,405|7|26,331|119
沖縄|98,652|587,214|5,447|24|92,785|426
その他（その他）|149|0|0|0|149|0
合計|4,873,997|37,218,157|728,605|1,482|4,103,825|23,262
