都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|62,250|1,298,466|632|0|60,048|1,477
青森|5,982|107,372|78|0|5,866|38
岩手|3,534|138,826|44|0|3,437|53
宮城|16,411|271,486|102|0|16,174|118
秋田|1,954|27,842|20|0|1,907|27
山形|3,663|118,358|56|0|3,551|56
福島|9,686|482,375|153|1|9,357|176
茨城|24,881|40,742|383|0|24,278|220
栃木|16,033|536,817|382|0|15,534|117
群馬|17,957|365,815|533|0|17,245|179
埼玉|117,873|1,688,000|1,778|1|115,036|1,059
千葉|102,128|1,267,668|1,152|0|99,696|1,028
東京|389,728|4,282,412|6,379|4|380,174|3,175
神奈川|172,157|1,886,228|2,159|4|168,679|1,319
新潟|8,703|340,016|455|0|8,185|63
富山|4,966|135,138|97|0|4,817|52
石川|8,154|217,432|122|0|7,872|139
福井|3,296|130,090|179|0|3,079|38
山梨|5,304|138,818|140|0|5,136|29
長野|9,586|379,149|505|1|8,937|97
岐阜|19,639|483,192|294|0|19,066|219
静岡|27,474|752,070|579|1|26,652|209
愛知|108,270|1,544,139|1,513|1|105,596|1,161
三重|14,977|276,023|160|0|14,986|163
滋賀|13,124|302,953|605|0|12,415|104
京都|37,291|484,184|969|7|35,899|292
大阪|208,419|4,346,026|4,265|50|201,088|3,066
兵庫|79,871|886,238|910|1|77,563|1,398
奈良|16,507|291,204|526|0|15,832|149
和歌山|5,435|69,496|127|1|5,137|62
鳥取|1,752|177,144|83|0|1,639|5
島根|1,964|66,059|207|0|1,752|5
岡山|15,919|320,296|17|0|15,421|136
広島|25,125|1,014,281|2,845|2|22,077|203
山口|7,035|222,391|1,142|1|5,800|93
徳島|3,344|119,398|56|0|3,225|66
香川|4,831|148,702|124|0|4,668|38
愛媛|5,634|177,568|221|0|5,331|82
高知|4,214|114,191|45|0|4,136|33
福岡|75,905|1,472,007|901|3|74,229|627
佐賀|6,196|125,517|221|0|5,900|30
長崎|6,362|209,107|236|0|6,054|73
熊本|14,762|126,474|278|0|14,348|136
大分|8,334|314,587|147|0|8,103|84
宮崎|6,224|73,713|81|0|6,096|41
鹿児島|9,799|181,331|594|0|9,058|66
沖縄|58,984|462,601|8,178|27|50,413|398
その他（その他）|149|0|0|0|149|0
合計|1,771,786|28,613,942|40,673|105|1,711,641|18,399
