都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|53,540|950,073|4,899|14|47,143|1,436
青森|3,627|64,916|582|1|3,012|33
岩手|2,701|103,028|354|2|2,299|48
宮城|13,306|194,514|2,138|23|10,983|96
秋田|1,413|20,021|238|2|1,154|21
山形|2,899|81,287|460|5|2,391|48
福島|8,074|350,937|1,065|18|6,844|165
茨城|18,620|37,322|2,501|23|15,939|180
栃木|11,856|380,576|1,941|21|9,815|100
群馬|13,045|243,835|2,401|25|10,486|158
埼玉|89,722|1,240,682|25,773|156|63,080|869
千葉|74,744|892,784|13,208|95|60,745|791
東京|314,709|3,141,241|42,665|272|269,660|2,384
神奈川|130,224|1,346,470|17,545|247|111,615|1,064
新潟|5,919|225,621|915|4|4,950|54
富山|3,806|94,584|1,067|7|2,700|39
石川|6,812|157,399|758|8|5,916|121
福井|2,251|92,260|260|1|1,955|36
山梨|3,874|86,511|709|3|3,145|23
長野|7,175|255,466|867|6|6,087|94
岐阜|13,151|327,631|2,233|4|10,746|194
静岡|17,534|505,464|4,722|27|12,650|162
愛知|68,217|1,007,810|10,611|38|56,577|1,029
三重|9,496|170,434|2,871|11|6,702|120
滋賀|9,111|192,875|2,096|8|6,920|95
京都|26,156|349,462|5,575|99|19,961|250
大阪|148,927|2,791,288|20,967|508|123,492|2,766
兵庫|57,259|618,802|6,702|61|49,229|1,330
奈良|11,777|207,645|1,498|11|10,144|135
和歌山|4,043|52,454|503|20|3,399|51
鳥取|1,259|114,743|252|3|988|3
島根|1,091|40,685|193|1|896|2
岡山|11,779|208,397|1,485|7|8,975|127
広島|15,901|662,019|1,633|12|13,299|180
山口|4,414|140,551|765|2|3,566|83
徳島|2,270|81,502|357|1|1,850|63
香川|3,645|107,346|813|9|2,799|34
愛媛|4,201|120,824|724|7|3,399|78
高知|2,807|74,118|506|1|2,270|31
福岡|57,888|1,044,580|10,260|31|46,176|557
佐賀|4,461|78,294|927|2|3,178|27
長崎|4,784|151,766|818|0|3,901|69
熊本|10,779|100,142|2,125|12|8,531|123
大分|5,809|211,649|1,461|1|4,283|65
宮崎|4,636|56,157|958|2|3,635|29
鹿児島|6,922|139,687|1,918|4|4,857|44
沖縄|37,748|323,799|6,244|120|31,065|249
（その他）|149|-|0|-|149|-
合計|1,314,531|19,839,651|209,563|1,935|1,083,556|15,656
