都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|24,790|538,855|2,014|22|21,927|871
青森|1,632|33,474|283|3|1,326|23
岩手|988|56,897|172|2|784|32
宮城|8,143|120,849|413|10|7,647|69
秋田|506|10,180|112|0|385|9
山形|1,538|47,759|173|4|1,332|33
福島|3,513|189,547|405|12|2,984|124
茨城|8,317|29,913|532|19|7,650|135
栃木|5,420|217,279|241|4|5,108|71
群馬|6,014|137,279|556|4|5,576|104
埼玉|38,525|762,542|2,357|38|35,423|745
千葉|33,634|549,054|1,409|18|31,600|625
東京|141,713|2,034,588|7,023|65|132,792|1,898
神奈川|54,279|805,963|1,982|52|51,475|822
新潟|2,384|109,431|339|1|2,020|25
富山|1,361|51,908|160|8|1,172|29
石川|2,589|71,450|355|11|2,157|75
福井|906|49,145|108|1|765|33
山梨|1,239|35,312|125|1|1,096|19
長野|3,940|147,408|302|6|3,625|70
岐阜|6,100|190,548|537|5|5,429|134
静岡|6,561|293,084|319|3|6,121|121
愛知|34,183|557,541|3,390|36|30,160|633
三重|3,899|98,154|636|12|3,277|87
滋賀|3,855|107,195|561|10|3,233|61
京都|12,387|213,779|1,411|23|10,829|186
大阪|84,351|1,463,493|20,269|429|61,766|1,532
兵庫|32,579|386,441|5,050|88|26,827|702
奈良|6,436|125,853|1,030|25|5,329|77
和歌山|2,236|34,650|288|54|1,880|33
鳥取|374|61,953|47|0|316|2
島根|357|19,437|37|1|320|0
岡山|4,245|95,544|576|15|3,157|40
広島|6,121|267,317|461|7|5,476|110
山口|1,901|82,172|266|6|1,589|46
徳島|1,399|44,562|355|6|997|47
香川|1,325|62,810|211|2|1,097|23
愛媛|2,408|62,480|354|11|2,009|45
高知|1,077|8,232|95|1|962|20
福岡|24,194|612,750|3,324|35|20,512|358
佐賀|1,677|39,457|225|2|1,455|13
長崎|2,165|92,974|317|6|1,808|41
熊本|4,261|65,925|498|13|3,683|80
大分|2,003|113,206|497|2|1,479|26
宮崎|2,246|30,480|173|0|2,043|22
鹿児島|2,270|81,722|218|2|2,007|28
沖縄|12,682|193,254|1,086|8|11,465|137
（その他）|149|-|0|-|149|-
合計|604,872|11,403,846|61,292|1,083|532,219|10,416
