都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|41,935|806,134|620|11|39,901|1,413
青森|2,548|52,952|27|0|2,490|31
岩手|1,812|89,480|109|1|1,656|47
宮城|9,362|163,484|173|3|9,079|91
秋田|944|16,377|39|1|885|20
山形|2,070|68,214|45|1|1,978|47
福島|5,108|292,436|171|4|4,776|161
茨城|10,893|34,027|268|5|10,459|166
栃木|7,280|313,280|170|10|7,028|82
群馬|8,100|201,211|55|3|7,891|154
埼玉|48,217|1,008,436|1,588|26|45,790|839
千葉|42,338|725,365|1,412|16|40,208|718
東京|182,970|2,631,654|6,366|58|174,346|2,258
神奈川|70,904|1,085,652|2,494|38|67,446|964
新潟|3,497|179,294|76|0|3,367|54
富山|2,066|76,995|26|1|2,002|38
石川|4,061|126,868|116|1|3,826|115
福井|1,399|73,448|93|1|1,271|35
山梨|2,171|62,325|56|0|2,094|21
長野|5,065|214,429|33|0|5,015|94
岐阜|9,512|279,896|65|4|9,260|187
静岡|9,660|424,082|318|5|9,189|153
愛知|51,665|864,872|657|16|50,024|984
三重|5,359|148,938|92|3|5,293|113
滋賀|5,640|158,985|78|2|5,472|90
京都|16,850|292,903|189|4|16,396|247
大阪|105,179|2,268,681|1,633|115|100,044|2,696
兵庫|41,306|525,436|326|15|39,670|1,310
奈良|8,497|176,518|138|4|8,227|132
和歌山|2,715|42,600|19|0|2,589|49
鳥取|496|86,537|21|0|465|2
島根|562|32,023|8|0|552|2
岡山|7,628|168,599|22|1|7,455|127
広島|11,592|565,969|69|5|11,336|176
山口|3,177|124,469|32|1|3,065|80
徳島|1,668|67,021|11|0|1,593|63
香川|2,120|88,883|25|1|2,069|31
愛媛|2,761|98,783|8|2|2,678|75
高知|1,904|58,679|63|3|1,814|27
福岡|36,024|862,359|432|9|35,017|526
佐賀|2,572|59,257|12|0|2,573|24
長崎|3,232|129,130|31|0|3,132|69
熊本|6,501|82,540|24|1|6,358|119
大分|3,506|175,343|19|0|3,423|64
宮崎|3,114|44,801|16|0|3,060|27
鹿児島|3,742|114,003|48|1|3,692|39
沖縄|21,442|260,989|580|40|20,662|206
（その他）|149|-|0|-|149|-
合計|821,313|16,424,357|18,873|412|786,765|14,966
