都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,160|1,224,237|115|1|59,577|1,472
青森|5,897|100,826|0|0|5,859|38
岩手|3,487|132,014|0|0|3,434|53
宮城|16,281|258,445|2|0|16,161|118
秋田|1,930|27,443|5|0|1,898|27
山形|3,593|110,124|38|0|3,499|56
福島|9,487|452,957|1|1|9,310|176
茨城|24,449|40,554|0|0|24,229|220
栃木|15,487|514,327|7|0|15,363|117
群馬|16,917|334,296|57|2|16,684|176
埼玉|115,870|1,591,998|75|4|114,738|1,057
千葉|100,494|1,188,615|31|0|99,422|1,028
東京|382,221|4,020,666|157|2|378,896|3,168
神奈川|169,307|1,764,551|85|2|167,908|1,314
新潟|8,031|312,054|15|0|7,955|61
富山|4,868|127,498|0|0|4,816|52
石川|7,969|208,328|1|0|7,817|129
福井|3,115|124,388|0|0|3,077|38
山梨|5,156|129,682|0|0|5,127|29
長野|8,885|353,388|2|0|8,842|97
岐阜|19,261|455,363|16|0|19,026|218
静岡|26,797|696,001|10|0|26,572|209
愛知|106,602|1,456,957|49|0|105,392|1,161
三重|14,816|261,535|4|0|14,976|163
滋賀|12,433|285,993|4|0|12,325|104
京都|35,995|457,162|14|0|35,686|291
大阪|203,183|4,044,333|141|7|199,978|3,064
兵庫|78,696|829,324|49|5|77,251|1,396
奈良|15,934|273,934|4|0|15,781|149
和歌山|5,303|67,624|1|0|5,135|62
鳥取|1,669|163,368|0|0|1,639|5
島根|1,733|62,214|3|0|1,725|5
岡山|15,543|302,178|27|1|15,379|136
広島|22,175|962,177|17|0|21,956|202
山口|5,792|206,698|2|0|5,697|93
徳島|3,291|113,415|0|0|3,224|66
香川|4,705|140,792|0|0|4,666|38
愛媛|5,412|169,204|2|0|5,328|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,637|1,379,667|47|3|73,956|625
佐賀|5,866|116,110|0|0|5,891|30
長崎|6,119|197,233|0|0|6,046|73
熊本|14,395|124,746|0|0|14,259|136
大分|8,187|294,403|1|0|8,102|84
宮崎|6,151|73,044|0|0|6,094|41
鹿児島|9,103|174,560|0|0|9,037|66
沖縄|50,322|424,644|18|0|49,912|398
その他（その他）|149|0|0|0|149|0
合計|1,723,040|26,854,517|1,000|28|1,703,928|18,356
