都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|223,019|1,851,220|15,860|4|204,476|1,932
青森|35,907|195,598|3,963|0|31,862|82
岩手|18,262|216,619|2,267|0|15,918|77
宮城|57,994|456,325|5,339|5|51,857|174
秋田|16,049|50,980|2,181|2|13,823|45
山形|17,363|170,594|2,104|2|15,180|79
福島|36,521|679,537|3,618|3|32,705|198
茨城|113,668|44,762|7,549|4|105,742|377
栃木|62,635|662,989|6,240|1|56,151|244
群馬|69,900|546,010|4,951|2|64,665|284
埼玉|423,962|2,437,514|26,171|23|396,415|1,376
千葉|357,473|1,804,132|17,961|18|334,901|1,657
東京|1,250,651|5,982,168|94,587|32|1,151,895|4,169
神奈川|601,399|2,180,686|29,499|32|569,884|2,016
新潟|42,481|521,985|3,991|0|38,402|88
富山|27,875|211,848|2,957|2|24,841|77
石川|34,553|351,571|2,153|4|32,194|184
福井|21,280|262,680|1,274|1|19,965|41
山梨|23,127|239,637|1,753|1|21,312|64
長野|43,991|571,417|4,353|0|38,976|167
岐阜|68,667|730,730|3,774|1|63,975|312
静岡|121,386|1,051,443|7,277|0|113,176|376
愛知|410,474|2,316,355|19,552|19|388,958|1,964
三重|55,595|419,043|4,007|6|52,809|265
滋賀|69,151|521,842|5,106|3|63,854|191
京都|155,223|719,080|8,895|9|144,576|667
大阪|794,809|6,185,857|36,410|300|753,713|4,667
兵庫|332,097|1,354,207|14,309|14|315,692|2,100
奈良|74,412|447,330|9,290|10|64,775|347
和歌山|28,347|135,942|1,030|1|27,034|110
鳥取|9,294|302,725|751|0|8,425|12
島根|9,344|141,330|937|0|8,396|11
岡山|62,856|474,647|2,704|2|56,294|223
広島|95,908|1,507,872|7,919|1|87,541|448
山口|29,318|484,444|2,345|1|26,809|164
徳島|16,144|179,046|838|1|15,232|79
香川|29,602|225,343|2,605|1|26,886|111
愛媛|24,870|292,056|2,270|4|22,471|129
高知|17,073|216,700|1,344|1|15,628|101
福岡|302,151|2,237,306|26,393|10|267,817|1,133
佐賀|32,167|216,716|2,238|0|27,235|88
長崎|32,940|306,729|2,862|1|31,432|116
熊本|64,629|228,879|4,793|5|59,564|272
大分|32,219|479,927|2,457|1|29,618|144
宮崎|25,663|150,821|2,427|0|23,193|117
鹿児島|43,951|306,591|4,458|1|38,634|170
沖縄|122,341|658,752|6,919|5|114,987|441
その他（その他）|149|0|0|0|149|0
合計|6,538,890|41,729,985|422,681|533|6,070,037|28,089
