都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|420,850|2,501,739|23,158|4|393,045|2,115
青森|79,875|291,968|10,163|0|69,589|123
岩手|48,301|329,624|6,431|0|41,766|104
宮城|114,750|674,394|12,172|6|100,358|205
秋田|39,057|66,164|5,326|1|33,657|74
山形|36,912|208,405|4,244|0|32,567|101
福島|78,146|917,904|8,167|0|69,750|229
茨城|187,507|1,477,266|12,117|3|174,928|462
栃木|112,040|806,994|13,147|2|98,608|285
群馬|114,450|718,632|15,539|2|102,509|331
埼玉|682,313|3,170,882|73,858|11|606,786|1,669
千葉|555,299|2,324,540|32,648|5|480,588|1,825
東京|1,941,548|7,765,804|217,311|14|1,719,614|4,623
神奈川|927,588|3,523,661|66,263|42|859,053|2,272
新潟|91,759|734,278|10,388|2|81,280|91
富山|50,502|277,188|8,056|2|42,347|99
石川|73,471|558,655|8,234|0|65,014|200
福井|49,089|365,933|6,235|1|42,803|51
山梨|41,073|401,267|4,250|0|36,772|69
長野|93,613|815,972|8,284|0|83,037|206
岐阜|132,885|1,010,190|13,281|0|117,483|358
静岡|226,001|1,413,403|26,113|1|190,380|435
愛知|691,119|3,076,564|80,254|9|608,748|2,117
三重|109,390|601,120|13,305|0|98,057|324
滋賀|113,574|726,908|10,494|2|102,855|225
京都|254,909|927,218|26,627|38|222,831|764
大阪|1,230,782|8,000,794|153,823|28|1,071,695|5,264
兵庫|528,427|1,798,414|48,444|17|477,709|2,274
奈良|115,371|579,419|14,606|8|100,361|404
和歌山|57,995|207,710|5,684|0|51,944|122
鳥取|23,899|484,162|4,475|0|19,160|21
島根|37,678|273,942|8,652|1|28,992|34
岡山|122,248|657,510|5,799|1|107,799|255
広島|192,437|2,084,544|13,546|6|178,383|508
山口|63,234|642,271|9,298|1|53,744|192
徳島|30,862|245,610|3,897|2|26,896|87
香川|62,054|312,357|7,226|0|54,690|138
愛媛|62,265|432,684|10,118|2|52,002|145
高知|38,385|340,220|4,501|3|33,766|118
福岡|569,726|3,091,490|65,364|7|486,264|1,311
佐賀|77,540|325,578|10,384|0|63,414|120
長崎|81,958|490,831|11,101|1|73,970|134
熊本|154,729|361,511|19,807|5|134,586|336
大分|79,799|683,996|11,217|0|68,404|178
宮崎|79,520|203,140|12,727|1|66,513|155
鹿児島|126,124|502,440|15,939|1|105,120|221
沖縄|324,944|1,007,021|36,048|20|288,267|503
その他（その他）|149|0|0|0|149|0
合計|11,326,147|58,412,317|1,188,721|249|10,018,253|31,877
