都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|297,199|2,067,705|24,552|5|271,241|1,997
青森|48,115|223,822|3,350|0|44,668|97
岩手|27,952|251,485|3,122|1|24,744|86
宮城|74,719|524,642|5,294|2|69,007|188
秋田|25,220|58,315|2,710|1|22,453|57
山形|23,474|185,270|1,942|2|21,445|87
福島|52,636|761,683|4,357|2|48,065|214
茨城|144,909|1,240,444|3,914|2|140,574|421
栃木|81,390|716,969|5,245|0|75,879|266
群馬|84,899|599,650|3,573|0|81,017|309
埼玉|514,083|2,669,427|14,786|7|497,841|1,456
千葉|422,995|1,956,927|14,957|5|398,910|1,749
東京|1,444,208|6,487,257|69,098|10|1,370,773|4,337
神奈川|705,483|2,180,686|16,766|21|686,579|2,138
新潟|61,150|596,108|3,127|0|57,932|91
富山|32,252|229,337|1,388|0|30,772|92
石川|43,945|395,824|3,284|2|40,446|192
福井|27,382|294,553|1,088|0|26,249|45
山梨|28,854|274,619|983|0|27,809|67
長野|62,704|660,561|3,229|0|59,152|178
岐阜|86,209|809,227|4,177|0|81,473|324
静岡|147,478|1,157,963|5,260|0|137,963|402
愛知|484,494|2,524,051|22,395|10|460,081|2,018
三重|71,812|476,558|3,311|3|69,974|285
滋賀|81,380|583,202|3,380|0|77,787|213
京都|181,882|779,651|6,670|9|174,130|703
大阪|898,325|6,689,149|27,501|24|865,860|4,950
兵庫|386,021|1,468,485|11,469|8|372,361|2,194
奈良|85,197|484,113|7,312|2|77,516|369
和歌山|36,251|157,443|1,332|1|34,608|115
鳥取|12,329|351,503|1,055|0|11,114|14
島根|13,937|178,102|1,350|0|12,572|15
岡山|80,970|520,624|4,657|2|73,541|240
広島|127,494|1,705,414|11,852|8|115,177|465
山口|36,848|527,281|1,692|1|34,983|173
徳島|18,886|194,889|520|0|18,292|80
香川|39,588|252,057|2,212|0|37,256|120
愛媛|33,633|329,860|2,116|3|31,380|137
高知|21,659|250,894|1,254|2|20,301|104
福岡|373,364|2,473,144|15,414|9|350,590|1,213
佐賀|45,103|250,381|3,286|0|39,074|102
長崎|45,147|341,010|5,225|2|42,143|122
熊本|82,908|259,765|4,990|4|77,635|283
大分|44,374|535,532|2,767|0|41,451|156
宮崎|40,759|179,069|3,382|2|37,321|132
鹿児島|65,454|366,522|5,339|2|59,562|180
沖縄|163,300|752,392|10,836|8|152,004|447
その他（その他）|149|0|0|0|149|0
合計|7,908,520|46,973,565|357,519|160|7,501,854|29,623
