都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|347,179|2,206,064|23,944|6|321,918|2,049
青森|54,789|240,234|2,437|0|52,248|104
岩手|33,150|272,148|2,767|0|30,297|86
宮城|83,961|565,717|3,913|2|79,642|195
秋田|29,443|61,458|1,604|0|27,773|66
山形|27,426|192,139|1,952|0|25,382|92
福島|61,617|810,251|3,994|0|57,405|218
茨城|155,930|1,240,444|3,243|1|152,253|434
栃木|89,256|740,506|3,280|4|85,705|271
群馬|92,367|631,630|3,013|1|89,038|316
埼玉|542,712|2,787,402|10,230|0|530,919|1,563
千葉|443,802|2,045,327|8,387|3|427,808|1,773
東京|1,518,729|6,755,088|40,831|4|1,473,447|4,451
神奈川|742,532|2,180,686|13,659|6|726,696|2,177
新潟|69,406|635,510|3,574|1|65,741|91
富山|36,226|242,990|2,334|1|33,799|93
石川|53,259|432,183|4,048|1|48,994|194
福井|33,686|319,313|1,720|0|31,921|45
山梨|31,447|318,457|901|0|30,486|68
長野|70,943|706,403|3,244|0|67,459|190
岐阜|97,184|862,530|4,680|1|91,847|329
静岡|164,947|1,219,294|8,108|0|156,239|406
愛知|526,495|2,662,191|18,716|5|505,735|2,044
三重|79,764|507,221|3,215|0|78,152|298
滋賀|88,341|625,055|2,995|0|85,127|219
京都|198,492|816,846|7,555|4|189,829|712
大阪|956,003|6,964,638|31,299|22|919,683|5,021
兵庫|415,198|1,538,006|12,376|5|400,599|2,224
奈良|90,941|506,436|3,532|1|87,025|384
和歌山|41,005|170,230|1,498|0|39,182|117
鳥取|14,426|384,740|1,083|0|13,134|19
島根|16,379|202,807|1,024|0|15,340|15
岡山|94,464|568,423|5,287|0|85,600|247
広島|150,213|1,847,128|11,517|1|138,215|481
山口|42,544|555,904|2,596|1|39,773|175
徳島|21,445|208,730|1,157|1|20,209|81
香川|46,378|268,810|2,645|1|43,610|123
愛媛|38,044|351,733|1,752|3|36,153|139
高知|26,345|282,783|2,000|1|24,235|110
福岡|413,883|2,626,844|15,754|4|390,339|1,244
佐賀|50,868|269,390|2,132|0|46,178|105
長崎|53,086|364,839|3,776|0|52,050|124
熊本|94,402|275,873|5,524|3|88,591|287
大分|51,745|570,695|2,697|1|48,889|159
宮崎|50,132|187,947|4,171|1|45,896|140
鹿児島|78,889|402,277|5,052|1|73,348|191
沖縄|203,492|818,477|16,263|14|186,722|459
その他（その他）|149|0|0|0|149|0
合計|8,623,114|49,443,797|317,479|100|8,260,780|30,329
