都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|360,009|2,256,002|16,473|5|342,309|2,066
青森|56,761|247,204|1,658|0|54,999|104
岩手|34,893|280,155|2,187|0|32,615|91
宮城|87,221|584,903|2,811|0|83,866|197
秋田|30,520|62,289|1,312|0|29,140|68
山形|28,596|194,847|1,342|0|27,160|94
福島|63,627|829,379|2,014|0|61,391|222
茨城|158,948|1,240,444|1,883|0|156,626|439
栃木|91,105|749,921|1,857|1|88,975|273
群馬|94,535|646,745|2,281|0|91,934|320
埼玉|551,243|2,839,220|7,033|0|542,603|1,607
千葉|450,235|2,102,896|5,217|1|442,606|1,778
東京|1,542,723|6,883,011|29,307|3|1,508,909|4,507
神奈川|755,046|2,180,686|9,603|12|743,241|2,202
新潟|72,090|653,050|2,349|1|69,650|91
富山|37,430|249,130|2,052|1|35,285|93
石川|55,957|459,186|2,745|1|52,993|196
福井|35,386|326,848|1,279|0|34,062|45
山梨|32,627|327,859|998|0|31,564|68
長野|73,687|728,716|2,084|1|71,343|200
岐阜|101,666|890,562|3,909|0|96,958|338
静岡|170,498|1,250,245|5,351|1|164,368|411
愛知|540,766|2,726,629|14,983|7|523,720|2,063
三重|82,445|518,286|2,354|1|81,754|301
滋賀|90,937|644,830|2,281|0|88,437|219
京都|204,022|833,918|5,336|11|197,442|717
大阪|975,797|7,097,531|22,723|20|948,022|5,052
兵庫|424,728|1,563,465|9,314|3|413,181|2,234
奈良|92,733|517,609|2,064|0|90,283|386
和歌山|42,212|173,247|776|0|41,110|117
鳥取|15,135|397,808|747|0|14,171|20
島根|16,974|210,439|614|0|16,345|15
岡山|98,499|579,695|4,564|1|90,421|248
広島|157,120|1,881,526|8,518|0|148,116|486
山口|44,917|578,248|2,222|1|42,519|176
徳島|22,227|214,410|687|0|21,459|84
香川|48,292|276,243|1,645|0|46,520|127
愛媛|39,794|359,726|1,575|1|38,080|139
高知|27,717|290,944|1,408|0|26,196|113
福岡|426,302|2,686,693|11,578|5|406,951|1,256
佐賀|52,514|277,798|1,612|0|48,346|105
長崎|58,999|385,146|3,043|1|55,841|124
熊本|98,786|282,731|3,850|2|94,644|292
大分|54,376|587,692|2,125|0|52,091|160
宮崎|53,258|191,182|2,790|0|50,403|142
鹿児島|83,302|415,306|3,544|0|79,061|199
沖縄|216,721|851,413|12,328|12|203,832|460
その他（その他）|149|0|0|0|149|0
合計|8,853,525|50,525,813|228,426|92|8,581,691|30,645
