都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,335|1,262,348|108|0|59,729|1,474
青森|5,901|104,010|0|0|5,863|38
岩手|3,487|135,500|0|0|3,434|53
宮城|16,289|264,222|3|0|16,168|118
秋田|1,934|27,617|0|0|1,907|27
山形|3,606|114,522|2|0|3,548|56
福島|9,495|468,494|0|0|9,319|176
茨城|24,477|40,574|13|1|24,244|220
栃木|15,535|525,391|30|0|15,388|117
群馬|17,244|351,708|186|1|16,882|176
埼玉|116,006|1,639,637|67|2|114,880|1,059
千葉|100,622|1,228,220|60|0|99,527|1,028
東京|382,679|4,145,473|315|2|379,191|3,173
神奈川|169,634|1,823,059|187|0|168,128|1,319
新潟|8,177|325,581|71|0|8,044|62
富山|4,869|131,580|1|0|4,816|52
石川|8,008|213,192|37|0|7,818|131
福井|3,115|126,436|0|0|3,077|38
山梨|5,160|133,350|2|0|5,129|29
長野|8,917|365,560|16|1|8,860|97
岐阜|19,276|470,538|6|0|19,051|219
静岡|26,880|724,143|23|0|26,656|209
愛知|106,710|1,505,050|40|0|105,509|1,161
三重|14,818|268,101|1|0|14,981|163
滋賀|12,464|294,751|24|0|12,336|104
京都|36,061|468,976|43|2|35,716|292
大阪|203,459|4,203,979|156|19|200,239|3,064
兵庫|78,800|857,823|70|2|77,332|1,398
奈良|15,939|281,264|3|0|15,787|149
和歌山|5,303|68,312|0|0|5,136|62
鳥取|1,669|168,266|0|0|1,639|5
島根|1,733|64,047|0|0|1,728|5
岡山|15,554|310,392|9|1|15,406|136
広島|22,177|981,919|2|0|21,973|202
山口|5,800|213,348|8|0|5,699|93
徳島|3,291|116,301|0|0|3,225|66
香川|4,705|144,772|0|0|4,666|38
愛媛|5,412|172,234|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,732|1,425,359|43|2|74,046|626
佐賀|5,866|120,015|0|0|5,891|30
長崎|6,120|202,803|1|0|6,046|73
熊本|14,395|124,831|0|0|14,259|136
大分|8,187|304,850|0|0|8,103|84
宮崎|6,153|73,146|0|0|6,096|41
鹿児島|9,118|176,357|12|0|9,037|66
沖縄|50,424|434,959|70|1|49,962|398
その他（その他）|149|0|0|0|149|0
合計|1,725,852|27,708,457|1,609|34|1,706,084|18,378
