都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|22,565|496,381|1,031|23|20,714|809
青森|1,336|30,076|168|0|1,148|20
岩手|786|52,575|43|1|712|31
宮城|7,656|112,508|793|19|6,787|51
秋田|390|9,251|57|1|321|9
山形|1,361|43,660|210|5|1,122|29
福島|3,034|172,745|281|13|2,634|119
茨城|7,517|28,542|426|10|6,961|130
栃木|5,103|190,315|178|3|4,855|70
群馬|5,526|128,404|275|7|5,149|102
埼玉|35,777|715,550|1,787|32|33,257|733
千葉|31,820|516,585|1,163|10|30,049|608
東京|131,199|1,920,583|4,980|50|124,367|1,852
神奈川|51,178|765,859|1,569|29|48,808|801
新潟|1,985|98,076|302|3|1,665|18
富山|1,165|47,386|138|2|998|29
石川|2,215|66,475|196|12|1,949|68
福井|753|42,650|111|1|611|31
山梨|1,078|35,312|57|1|1,002|19
長野|3,545|137,284|382|3|3,140|53
岐阜|5,413|176,424|283|4|5,001|129
静岡|6,183|276,938|238|2|5,824|121
愛知|30,318|519,113|2,145|12|27,560|613
三重|3,226|86,936|318|16|2,920|75
滋賀|3,277|97,880|361|3|2,855|61
京都|11,033|198,192|986|10|9,900|179
大阪|69,841|1,266,690|13,898|317|54,022|1,281
兵庫|26,032|345,533|3,996|81|21,410|626
奈良|5,245|114,932|875|22|4,307|63
和歌山|1,862|30,171|353|48|1,461|20
鳥取|343|57,886|90|0|246|2
島根|298|18,895|6|0|292|0
岡山|3,282|89,012|246|4|2,742|35
広島|5,467|204,294|169|1|5,173|107
山口|1,593|74,020|144|0|1,406|43
徳島|964|38,873|315|7|621|28
香川|1,084|57,847|129|3|940|20
愛媛|1,998|52,679|344|7|1,626|28
高知|970|7,610|25|1|926|19
福岡|20,359|556,925|1,012|13|19,003|344
佐賀|1,390|35,492|120|0|1,278|13
長崎|1,792|86,258|140|1|1,612|40
熊本|3,700|60,343|152|3|3,472|76
大分|1,385|102,483|41|1|1,322|22
宮崎|2,053|27,921|52|0|1,986|22
鹿児島|1,983|78,865|71|0|1,899|28
沖縄|11,652|181,529|1,251|10|10,277|130
（その他）|149|-|0|-|149|-
合計|538,881|10,453,958|41,907|791|486,479|9,707
