都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|366,641|2,293,607|11,295|2|353,319|2,073
青森|57,978|252,078|1,348|0|56,526|104
岩手|35,950|285,052|1,808|0|34,049|93
宮城|88,952|595,330|2,140|0|86,297|198
秋田|30,984|62,890|889|0|30,027|68
山形|29,047|196,485|671|0|28,282|94
福島|64,478|841,147|1,180|1|63,075|223
茨城|160,548|1,343,469|1,399|0|158,710|439
栃木|91,951|756,617|1,335|1|90,342|274
群馬|95,542|654,973|1,511|2|93,710|321
埼玉|555,594|2,870,828|5,578|2|548,387|1,629
千葉|453,414|2,137,268|3,616|1|447,563|1,780
東京|1,555,572|6,973,904|22,542|3|1,528,504|4,526
神奈川|761,173|2,180,686|6,726|7|752,238|2,209
新潟|73,230|662,765|1,368|1|71,771|91
富山|38,043|253,169|1,498|0|36,452|93
石川|57,245|466,018|1,557|0|55,469|196
福井|36,388|331,662|1,016|0|35,327|45
山梨|33,230|336,886|675|0|32,488|68
長野|74,893|740,585|1,331|1|73,325|203
岐阜|104,189|905,842|3,180|0|100,318|341
静岡|173,325|1,268,809|3,649|2|169,020|416
愛知|548,774|2,770,390|10,449|6|536,249|2,076
三重|83,719|528,933|1,604|1|83,795|306
滋賀|92,069|652,912|1,641|0|90,209|219
京都|205,789|843,480|3,510|4|201,134|721
大阪|985,534|7,188,145|15,852|14|964,594|5,088
兵庫|429,809|1,581,304|6,292|4|421,283|2,235
奈良|93,712|524,130|1,534|0|91,790|388
和歌山|42,825|174,961|580|1|41,919|117
鳥取|15,480|406,981|537|0|14,725|20
島根|17,313|216,324|485|0|16,813|15
岡山|100,491|588,609|3,285|2|94,797|248
広島|160,537|1,925,791|6,164|1|153,884|489
山口|46,222|587,797|1,741|0|44,303|178
徳島|22,823|218,256|688|0|22,054|85
香川|49,161|280,783|1,084|0|47,950|127
愛媛|40,963|366,856|1,487|1|39,337|139
高知|28,375|298,252|918|1|27,344|113
福岡|432,413|2,723,369|8,112|3|416,761|1,263
佐賀|53,274|282,527|1,030|0|49,732|106
長崎|60,884|398,436|2,841|0|57,925|124
熊本|101,079|286,331|3,355|3|97,429|295
大分|55,471|598,426|1,358|1|53,951|162
宮崎|54,803|192,544|1,996|0|52,738|144
鹿児島|85,944|423,438|2,916|0|82,401|202
沖縄|225,467|868,515|10,811|12|214,098|466
その他（その他）|149|0|0|0|149|0
合計|8,971,447|51,337,560|166,582|77|8,762,563|30,810
