都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|20,260|422,107|673|7|18,826|725
青森|890|22,763|64|0|806|20
岩手|583|40,721|25|0|528|30
宮城|4,411|78,128|545|3|3,839|27
秋田|274|7,258|6|0|262|6
山形|594|30,221|49|0|529|16
福島|2,267|131,975|246|13|1,918|103
茨城|6,344|25,439|319|5|5,902|123
栃木|4,390|162,281|163|0|4,157|70
群馬|4,783|105,705|143|3|4,546|94
埼玉|31,452|608,688|1,426|39|29,349|677
千葉|28,453|451,576|1,104|18|26,813|536
東京|116,919|1,673,912|2,819|46|112,470|1,630
神奈川|46,901|657,502|1,035|20|45,104|762
新潟|1,245|75,404|115|1|1,114|16
富山|915|39,826|8|2|879|28
石川|1,891|57,302|15|2|1,811|63
福井|550|33,950|4|0|521|25
山梨|955|29,599|12|0|925|18
長野|2,496|107,932|94|0|2,389|41
岐阜|4,820|150,312|58|6|4,642|120
静岡|5,464|228,845|176|0|5,179|109
愛知|26,579|436,037|481|12|25,533|565
三重|2,634|73,145|80|2|2,567|66
滋賀|2,681|82,109|122|6|2,508|51
京都|9,236|168,878|103|3|8,970|165
大阪|48,905|928,890|1,209|56|46,142|1,162
兵庫|18,734|276,462|593|47|17,569|572
奈良|3,491|90,358|78|6|3,364|49
和歌山|1,191|25,337|22|2|1,127|18
鳥取|210|44,847|0|0|205|2
島根|285|17,152|1|0|284|0
岡山|2,607|75,671|76|6|2,479|35
広島|5,070|172,867|35|4|4,932|103
山口|1,397|64,978|18|0|1,336|43
徳島|466|29,151|14|2|434|18
香川|776|48,415|18|0|740|18
愛媛|1,077|36,331|16|1|1,037|24
高知|912|7,305|11|3|882|19
福岡|18,638|484,461|425|11|17,891|322
佐賀|1,155|30,611|60|2|1,105|11
長崎|1,615|73,213|1|0|1,576|38
熊本|3,485|57,531|26|0|3,387|74
大分|1,300|87,932|9|0|1,269|22
宮崎|1,953|24,807|0|0|1,924|22
鹿児島|1,766|70,498|8|1|1,758|27
沖縄|8,661|156,296|344|3|8,200|123
（その他）|149|-|0|-|149|-
合計|451,830|8,704,728|12,849|332|429,877|8,788
