都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,570|1,131,404|206|1|58,893|1,469
青森|5,870|90,882|149|1|5,683|38
岩手|3,486|123,599|2|0|3,431|53
宮城|16,252|243,720|22|1|16,110|118
秋田|1,894|26,739|6|0|1,861|27
山形|3,528|100,022|16|0|3,456|56
福島|9,476|416,643|16|2|9,285|175
茨城|24,351|40,366|96|8|24,038|217
栃木|15,417|488,179|72|2|15,229|116
群馬|16,694|301,432|54|3|16,466|174
埼玉|115,419|1,478,606|357|25|114,039|1,023
千葉|100,169|1,090,038|290|14|98,855|1,016
東京|377,159|3,718,177|981|35|373,095|3,083
神奈川|168,655|1,624,122|484|20|166,876|1,295
新潟|7,970|290,619|46|1|7,863|61
富山|4,848|116,672|28|1|4,769|51
石川|7,932|197,377|34|0|7,747|129
福井|3,098|117,908|21|0|3,040|37
山梨|5,144|116,608|8|0|5,108|29
長野|8,831|322,195|41|0|8,749|96
岐阜|19,012|416,687|145|3|18,860|217
静岡|26,710|630,210|31|0|26,401|209
愛知|106,030|1,330,052|401|6|104,477|1,152
三重|14,742|267,510|84|1|14,818|163
滋賀|12,349|260,126|47|1|12,200|102
京都|35,788|427,791|136|7|35,354|290
大阪|201,684|3,569,263|1,179|146|195,913|3,022
兵庫|78,111|760,067|403|11|76,316|1,392
奈良|15,817|253,223|99|2|15,569|149
和歌山|5,284|65,742|7|1|5,111|62
鳥取|1,659|149,613|9|0|1,620|5
島根|1,644|55,806|14|0|1,625|5
岡山|15,216|268,198|66|2|15,000|136
広島|21,912|905,700|150|3|21,563|199
山口|5,682|189,336|62|0|5,528|92
徳島|3,283|105,394|10|0|3,208|65
香川|4,695|130,793|6|0|4,651|38
愛媛|5,306|155,459|82|1|5,142|82
高知|4,131|99,145|16|1|4,083|32
福岡|74,292|1,270,990|347|12|73,305|619
佐賀|5,807|105,490|22|1|5,806|29
長崎|6,065|182,187|40|0|5,952|73
熊本|14,355|123,324|35|2|14,184|136
大分|8,180|269,210|30|0|8,066|84
宮崎|6,150|72,948|14|0|6,079|41
鹿児島|9,096|169,184|25|0|9,068|65
沖縄|50,036|399,599|252|3|49,391|362
その他（その他）|149|0|0|0|149|0
合計|1,709,948|24,668,355|6,641|317|1,684,032|18,084
