都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|205,866|1,785,293|16,449|5|187,670|1,898
青森|30,840|184,426|4,273|0|26,487|80
岩手|15,952|202,053|2,416|1|13,466|70
宮城|52,521|434,848|5,317|3|46,548|167
秋田|13,727|48,133|1,827|0|11,857|43
山形|15,810|164,250|2,232|1|13,501|77
福島|31,689|651,254|3,433|2|28,067|189
茨城|101,374|44,484|9,392|5|91,623|359
栃木|56,467|650,040|5,849|1|50,388|230
群馬|63,942|524,539|5,054|3|58,613|275
埼玉|391,700|2,362,632|28,507|31|361,900|1,293
千葉|331,978|1,750,676|22,291|17|305,515|1,596
東京|1,175,483|5,798,568|116,217|46|1,055,203|4,063
神奈川|561,942|2,180,686|37,294|65|522,696|1,952
新潟|37,396|498,269|3,692|2|33,619|85
富山|25,449|203,107|4,800|0|20,578|71
石川|32,213|329,041|3,249|5|28,760|181
福井|19,546|251,595|2,322|2|17,183|41
山梨|20,578|229,365|1,706|1|18,816|61
長野|38,919|545,187|3,585|2|34,661|159
岐阜|63,647|704,296|3,996|4|59,100|305
静岡|112,387|1,018,639|10,627|5|98,839|372
愛知|385,142|2,230,779|23,275|34|359,957|1,910
三重|50,885|408,628|3,661|7|48,362|262
滋賀|63,642|499,917|6,961|4|56,498|183
京都|146,789|701,387|8,313|35|137,126|597
大阪|758,281|6,016,016|51,130|576|702,627|4,489
兵庫|313,565|1,317,691|20,529|21|290,999|2,043
奈良|70,443|431,917|9,684|10|60,427|332
和歌山|26,587|130,908|884|2|25,436|107
鳥取|8,388|286,356|732|0|7,549|11
島根|8,317|130,033|877|1|7,431|9
岡山|58,556|467,245|3,674|5|52,944|221
広島|87,660|1,476,989|7,512|7|79,712|436
山口|26,656|462,176|2,346|1|24,150|160
徳島|15,017|171,939|1,390|1|13,552|78
香川|26,324|217,349|3,202|1|23,022|100
愛媛|22,262|282,459|2,207|3|19,930|125
高知|15,576|200,244|1,602|3|13,878|97
福岡|281,383|2,162,751|26,965|12|247,654|1,089
佐賀|29,098|207,821|2,530|2|24,442|77
長崎|30,553|297,183|2,753|1|29,075|116
熊本|60,216|220,584|5,740|11|54,210|266
大分|29,124|461,142|1,744|4|27,256|124
宮崎|23,036|145,438|2,013|0|20,984|115
鹿児島|38,372|290,859|2,779|3|35,112|160
沖縄|113,781|636,350|5,356|6|107,989|437
その他（その他）|149|0|0|0|149|0
合計|6,089,228|40,415,542|492,387|951|5,555,561|27,111
