都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|155,090|1,602,229|28,080|8|125,610|1,670
青森|17,912|151,573|3,380|0|14,478|54
岩手|8,313|171,222|2,125|1|6,132|56
宮城|35,554|368,523|6,625|10|28,141|129
秋田|8,000|39,968|2,087|2|5,882|31
山形|10,187|144,644|2,195|0|7,930|62
福島|21,902|581,353|3,311|4|18,409|182
茨城|63,569|43,645|8,916|16|54,389|264
栃木|40,272|610,494|7,406|9|32,705|161
群馬|46,784|464,896|7,596|14|38,952|236
埼玉|278,291|2,114,449|42,144|58|235,009|1,138
千葉|240,084|1,563,115|49,827|34|184,906|1,202
東京|906,564|5,254,509|173,562|87|729,554|3,448
神奈川|401,967|2,180,686|53,366|83|347,054|1,547
新潟|26,113|444,013|4,149|4|21,899|65
富山|14,317|173,797|5,076|2|9,184|57
石川|21,438|274,817|3,765|7|17,492|158
福井|10,257|194,979|1,572|3|8,646|39
山梨|14,228|186,746|2,399|4|11,796|39
長野|28,231|486,029|5,090|1|22,029|134
岐阜|47,413|621,734|7,629|8|38,909|255
静岡|77,357|923,339|13,091|5|60,043|291
愛知|278,570|1,929,959|42,050|51|235,074|1,446
三重|36,499|354,936|5,788|5|31,496|219
滋賀|41,792|405,661|8,751|2|32,917|124
京都|111,568|632,144|22,953|101|86,472|370
大阪|584,150|5,429,707|136,383|779|444,148|3,601
兵庫|229,146|1,184,607|51,817|45|175,662|1,687
奈良|47,957|380,330|14,368|25|33,370|219
和歌山|20,233|111,580|3,017|11|16,979|92
鳥取|5,372|230,815|821|0|4,468|8
島根|5,699|103,516|640|0|5,052|7
岡山|44,105|413,636|5,836|14|34,676|179
広島|68,156|1,355,636|18,206|14|49,602|348
山口|19,045|339,555|2,427|3|16,504|114
徳島|8,694|149,251|1,692|0|6,942|71
香川|15,628|189,872|3,316|3|12,238|60
愛媛|15,122|246,323|2,023|3|12,993|106
高知|10,676|163,173|2,163|9|8,449|64
福岡|209,400|1,927,631|41,165|17|162,144|835
佐賀|20,439|179,186|3,638|2|15,435|55
長崎|22,556|267,811|4,658|2|18,593|99
熊本|44,129|186,852|8,309|16|35,627|193
大分|21,271|406,807|2,597|0|18,580|94
宮崎|16,870|120,998|2,047|0|14,794|76
鹿児島|27,706|250,730|4,087|6|23,125|106
沖縄|94,950|571,933|5,187|27|89,340|422
その他（その他）|149|0|0|0|149|0
合計|4,473,725|36,129,409|827,330|1,495|3,603,978|21,813
