都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|321,147|2,127,199|22,794|5|294,624|2,013
青森|51,361|232,275|2,692|0|48,569|100
岩手|30,523|261,243|2,737|0|27,700|86
宮城|78,957|543,241|3,387|1|74,902|193
秋田|27,698|59,748|2,435|0|25,199|64
山形|25,179|188,018|1,919|1|23,171|89
福島|56,958|781,657|4,828|0|51,914|216
茨城|150,023|1,240,444|3,317|2|146,281|425
栃木|85,439|727,799|4,132|1|81,040|267
群馬|88,701|615,664|3,361|1|85,030|310
埼玉|528,442|2,725,816|12,273|5|514,660|1,509
千葉|433,209|2,013,565|8,748|6|420,103|1,761
東京|1,480,527|6,617,512|50,033|6|1,426,115|4,379
神奈川|722,441|2,180,686|14,337|18|705,946|2,158
新潟|65,271|615,088|3,836|0|61,344|91
富山|33,855|235,604|1,769|1|31,994|92
石川|47,890|405,291|4,100|7|43,574|193
福井|30,067|306,196|1,484|0|28,538|45
山梨|30,133|297,841|1,012|0|29,057|68
長野|66,489|684,603|2,972|0|63,070|186
岐阜|91,205|834,904|4,050|1|86,195|324
静岡|154,643|1,186,602|7,029|0|146,469|404
愛知|502,150|2,593,323|17,600|10|482,515|2,035
三重|75,499|487,499|3,312|1|73,716|286
滋賀|84,559|596,841|2,848|0|81,494|217
京都|189,482|794,673|7,772|12|180,068|706
大阪|926,101|6,801,336|27,682|21|893,434|4,985
兵庫|398,659|1,498,745|10,787|10|385,660|2,214
奈良|87,879|494,002|4,387|1|83,111|381
和歌山|38,453|163,091|1,627|0|36,505|117
鳥取|13,245|366,471|833|0|12,214|16
島根|15,184|193,988|1,167|0|14,002|15
岡山|87,437|534,328|3,546|1|77,977|243
広島|136,803|1,777,041|9,855|3|126,474|474
山口|39,222|543,637|2,279|1|36,769|174
徳島|19,914|200,598|936|0|18,907|80
香川|42,886|259,024|2,847|0|39,916|123
愛媛|35,839|336,949|1,933|3|33,769|137
高知|23,831|256,889|1,918|1|21,806|107
福岡|392,906|2,547,331|15,493|6|368,631|1,234
佐賀|48,259|259,531|2,633|0|42,771|105
長崎|49,110|351,206|4,204|0|47,411|124
熊本|88,164|266,756|4,193|5|83,685|286
大分|47,986|553,747|2,907|2|44,922|157
宮崎|45,120|183,066|3,924|3|41,133|138
鹿児島|72,111|383,545|5,019|2|66,139|186
沖縄|181,752|778,946|15,688|19|165,614|453
その他（その他）|149|0|0|0|149|0
合計|8,242,858|48,103,559|318,635|156|7,874,287|29,966
