都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|263,342|1,974,882|20,766|5|240,889|1,971
青森|43,719|212,792|4,576|0|39,050|93
岩手|24,117|237,511|3,384|1|20,650|83
宮城|68,428|497,507|5,797|5|61,868|182
秋田|21,973|55,332|2,958|2|18,963|52
山形|21,103|180,146|2,044|1|18,974|85
福島|46,275|727,359|5,203|2|40,871|201
茨城|135,486|45,068|6,141|3|128,936|409
栃木|74,135|698,178|6,377|1|67,496|262
群馬|79,351|578,612|4,208|1|74,838|305
埼玉|487,532|2,583,176|21,413|11|464,693|1,426
千葉|403,330|1,882,057|21,124|8|365,830|1,717
東京|1,383,048|6,298,086|91,425|15|1,287,344|4,279
神奈川|672,606|2,180,686|24,027|24|646,472|2,107
新潟|55,348|565,899|4,952|0|50,305|91
富山|30,710|222,409|1,956|0|28,664|90
石川|39,849|375,811|3,309|3|36,330|187
福井|24,927|282,627|1,191|1|23,691|45
山梨|27,043|262,958|1,492|0|25,493|66
長野|56,536|632,209|5,358|0|49,823|169
岐阜|79,662|777,388|4,805|0|73,822|320
静岡|138,654|1,117,845|6,904|1|130,513|391
愛知|457,146|2,439,626|23,782|17|431,364|2,000
三重|66,377|451,498|4,918|1|62,842|281
滋賀|77,165|553,665|4,302|0|72,659|204
京都|171,708|755,509|8,129|9|162,366|689
大阪|863,560|6,487,416|38,957|36|819,714|4,880
兵庫|367,140|1,424,653|14,625|12|350,354|2,163
奈良|81,825|470,239|10,291|5|71,177|357
和歌山|33,430|149,430|1,733|1|31,402|111
鳥取|10,941|329,214|871|0|9,917|14
島根|11,946|156,561|1,345|1|10,588|13
岡山|73,743|509,607|4,493|5|64,966|230
広島|115,589|1,660,885|10,787|7|104,344|458
山口|34,425|507,518|2,111|1|32,142|172
徳島|17,941|188,947|776|1|17,092|79
香川|35,744|241,420|2,909|0|32,719|116
愛媛|30,376|313,541|2,592|4|27,650|134
高知|19,754|237,549|1,438|1|18,212|104
福岡|346,007|2,377,022|38,499|14|299,503|1,182
佐賀|40,044|236,886|3,796|0|33,202|95
長崎|39,500|326,888|4,096|2|37,140|119
熊本|75,979|248,444|6,338|3|69,365|276
大分|39,667|514,462|2,845|0|36,674|148
宮崎|34,983|168,591|4,946|0|29,991|122
鹿児島|56,314|341,093|5,627|2|49,742|173
沖縄|145,767|715,563|10,996|8|134,334|443
その他（その他）|149|0|0|0|149|0
合計|7,424,394|44,194,765|460,612|214|6,905,123|29,094
