都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|228,882|1,870,570|17,672|4|208,791|1,937
青森|37,220|198,064|4,105|0|33,029|86
岩手|18,990|219,006|2,489|0|16,424|77
宮城|59,746|461,889|5,943|3|53,071|174
秋田|17,097|51,107|2,618|3|14,432|47
山形|18,113|171,542|2,562|2|15,472|79
福島|37,490|682,576|4,099|3|33,192|199
茨城|117,398|44,762|7,920|4|109,098|380
栃木|64,447|666,815|6,242|1|57,958|247
群馬|71,658|547,317|5,004|2|66,366|288
埼玉|439,333|2,467,714|27,495|20|410,442|1,396
千葉|366,102|1,814,359|20,060|16|341,084|1,663
東京|1,273,927|6,012,115|100,035|31|1,169,701|4,191
神奈川|614,101|2,180,686|31,109|26|580,960|2,032
新潟|44,472|525,969|4,521|0|39,861|90
富山|28,516|212,439|2,683|2|25,754|79
石川|35,457|356,459|2,361|3|32,888|186
福井|21,805|265,128|1,251|0|20,512|42
山梨|23,382|248,105|1,799|1|21,525|64
長野|45,655|582,039|4,058|0|40,717|167
岐阜|70,185|735,938|4,152|1|65,329|314
静岡|124,686|1,059,734|8,085|1|113,694|379
愛知|418,420|2,326,478|19,976|16|396,472|1,972
三重|57,365|430,346|4,587|4|54,018|268
滋賀|70,528|527,462|5,269|1|65,067|192
京都|158,112|725,404|9,633|13|146,869|671
大阪|805,905|6,236,656|37,647|289|763,519|4,715
兵庫|337,815|1,365,625|15,276|15|320,428|2,117
奈良|75,480|448,383|9,953|7|65,177|350
和歌山|29,113|137,791|1,286|0|27,542|110
鳥取|9,523|307,052|718|0|8,684|13
島根|9,779|141,330|1,135|0|8,633|11
岡山|64,303|483,667|2,953|1|58,933|223
広島|98,974|1,507,872|9,598|5|88,928|448
山口|30,256|484,444|2,580|1|27,512|164
徳島|16,406|180,004|755|2|15,576|79
香川|30,582|227,858|2,752|0|27,717|113
愛媛|25,650|297,771|2,482|4|23,039|129
高知|17,439|217,339|1,310|1|16,028|101
福岡|309,050|2,257,881|27,701|9|273,778|1,136
佐賀|33,059|219,545|2,705|0|27,893|88
長崎|33,756|309,411|3,219|1|31,931|116
熊本|65,163|231,584|4,534|5|60,357|272
大分|33,420|484,424|2,847|1|30,429|144
宮崎|26,900|153,490|2,864|0|23,992|118
鹿児島|46,189|312,555|5,326|0|39,940|170
沖縄|125,706|665,645|7,920|7|117,336|441
その他（その他）|149|0|0|0|149|0
合計|6,687,704|42,054,350|451,289|505|6,190,247|28,278
