都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|338,853|2,180,464|25,880|6|310,896|2,041
青森|53,622|238,314|2,402|0|51,118|102
岩手|32,331|268,766|2,896|0|29,349|86
宮城|82,265|558,555|3,737|3|77,822|193
秋田|28,971|60,909|2,060|0|26,846|65
山形|26,817|190,855|2,427|1|24,299|91
福島|60,219|801,770|4,650|0|55,353|216
茨城|153,754|1,240,444|3,243|2|150,077|434
栃木|87,989|735,943|3,585|2|84,133|271
群馬|91,193|626,640|3,266|0|87,613|314
埼玉|538,195|2,767,766|11,228|1|525,423|1,544
千葉|440,170|2,045,327|8,387|3|427,808|1,766
東京|1,506,350|6,710,998|46,905|2|1,455,020|4,425
神奈川|735,563|2,180,686|14,110|12|719,281|2,172
新潟|68,022|628,559|3,816|0|64,115|91
富山|35,495|240,799|2,324|1|33,078|93
石川|51,316|427,485|4,268|2|46,831|194
福井|32,530|315,787|1,932|0|30,553|45
山梨|31,017|307,635|960|0|29,998|68
長野|69,472|700,886|3,211|0|65,912|190
岐阜|95,260|855,225|4,752|1|89,503|326
静岡|160,149|1,210,298|8,412|0|151,932|404
愛知|517,673|2,635,717|18,570|4|497,062|2,041
三重|78,346|495,104|3,561|0|76,370|297
滋賀|86,995|617,866|3,105|0|83,671|219
京都|195,470|808,619|7,993|4|185,854|709
大阪|946,847|6,909,107|32,141|19|909,701|5,005
兵庫|409,251|1,523,614|12,305|5|394,726|2,221
奈良|89,878|503,402|3,707|0|85,787|384
和歌山|40,150|167,958|1,610|0|38,215|117
鳥取|14,026|379,727|1,008|0|12,815|17
島根|16,012|202,807|1,190|0|14,807|15
岡山|92,093|552,358|4,676|1|81,134|245
広島|145,229|1,814,903|11,830|2|132,920|479
山口|41,494|555,904|2,770|2|38,549|175
徳島|20,871|206,501|1,135|1|19,664|80
香川|45,308|265,736|2,945|1|42,240|123
愛媛|37,332|345,154|1,885|3|35,308|139
高知|25,668|266,875|2,296|0|23,262|110
福岡|406,556|2,599,942|16,058|5|381,763|1,239
佐賀|50,007|266,295|2,421|0|45,214|105
長崎|51,740|359,440|3,890|0|50,484|124
熊本|92,379|272,795|5,114|5|86,979|286
大分|50,535|566,323|2,876|1|47,500|159
宮崎|48,549|186,275|4,492|1|43,992|140
鹿児島|76,639|396,032|5,026|1|70,699|188
沖縄|196,610|807,457|18,243|15|177,885|455
その他（その他）|149|0|0|0|149|0
合計|8,495,360|49,000,022|335,298|106|8,113,710|30,203
