都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|361,224|2,262,786|15,634|3|344,267|2,066
青森|56,980|248,003|1,655|0|55,221|104
岩手|35,084|280,974|2,138|0|32,855|91
宮城|87,469|587,581|2,729|0|84,294|198
秋田|30,589|62,352|1,101|0|29,420|68
山形|28,676|195,166|1,256|0|27,326|94
福島|63,741|831,747|1,897|0|61,622|222
茨城|159,208|1,240,444|1,772|0|156,997|439
栃木|91,257|751,669|1,754|1|89,230|273
群馬|94,709|648,475|2,066|0|92,323|320
埼玉|552,030|2,844,309|7,089|0|543,328|1,613
千葉|450,848|2,102,896|5,217|1|442,606|1,778
東京|1,545,058|6,902,060|29,502|1|1,511,044|4,512
神奈川|755,870|2,180,686|9,313|10|744,354|2,203
新潟|72,361|654,401|2,320|1|69,950|91
富山|37,536|249,851|1,954|1|35,489|93
石川|56,248|463,108|2,571|1|53,458|196
福井|35,541|327,304|1,206|0|34,290|45
山梨|32,764|327,859|1,006|0|31,693|68
長野|73,916|730,377|1,908|1|71,706|200
岐阜|102,099|893,398|3,916|0|97,412|338
静岡|171,117|1,253,569|5,080|1|165,240|411
愛知|542,408|2,733,822|14,677|7|525,664|2,067
三重|82,684|518,286|2,314|1|82,037|301
滋賀|91,149|646,531|2,229|0|88,701|219
京都|203,864|835,710|5,078|12|197,645|717
大阪|977,328|7,114,078|21,700|18|950,571|5,057
兵庫|425,644|1,566,323|8,640|3|414,770|2,234
奈良|92,906|518,725|1,932|0|90,588|386
和歌山|42,294|173,420|707|0|41,261|117
鳥取|15,206|398,885|718|0|14,271|20
島根|17,042|210,439|608|0|16,419|15
岡山|98,915|579,695|4,564|1|90,421|248
広島|157,735|1,888,907|8,248|0|149,001|486
山口|45,174|578,248|2,173|1|42,825|176
徳島|22,341|214,783|705|0|21,555|85
香川|48,433|277,086|1,523|0|46,783|127
愛媛|39,981|359,945|1,585|1|38,257|139
高知|27,808|290,944|1,186|1|26,509|113
福岡|427,521|2,693,134|11,043|3|408,605|1,257
佐賀|52,639|278,675|1,539|0|48,557|105
長崎|59,325|387,496|3,104|0|56,105|124
熊本|99,172|283,378|3,922|3|94,958|292
大分|54,631|589,684|1,999|0|52,472|160
宮崎|53,546|191,293|2,697|0|50,783|142
鹿児島|83,744|417,047|3,569|2|79,534|199
沖縄|218,094|854,007|11,942|12|205,631|460
その他（その他）|149|0|0|0|149|0
合計|8,874,058|50,639,556|221,486|86|8,608,197|30,669
