都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|269,532|1,993,137|21,247|8|245,246|1,978
青森|44,523|215,092|4,711|0|39,719|93
岩手|24,831|240,428|3,379|1|21,369|83
宮城|69,687|502,106|5,222|4|63,758|182
秋田|22,549|55,644|2,876|2|19,621|52
山形|21,588|181,440|2,153|1|19,350|85
福島|47,623|734,607|5,464|2|41,958|201
茨城|136,914|45,068|5,408|3|131,096|410
栃木|75,622|702,740|6,742|1|68,617|263
群馬|80,422|583,532|4,385|1|75,732|305
埼玉|493,243|2,603,612|21,372|12|470,443|1,428
千葉|407,253|1,921,694|17,842|8|383,771|1,722
東京|1,396,537|6,335,421|93,333|15|1,298,912|4,292
神奈川|678,122|2,180,686|23,491|24|652,520|2,111
新潟|56,549|571,971|4,718|1|51,740|91
富山|31,038|223,841|1,930|0|29,018|90
石川|40,499|380,850|3,635|5|36,654|187
福井|25,363|284,514|1,172|1|24,146|45
山梨|27,381|262,958|1,377|0|25,942|66
長野|57,934|638,483|5,048|0|51,589|169
岐阜|80,862|784,461|4,846|0|75,073|323
静岡|140,646|1,129,516|7,082|1|132,516|396
愛知|462,224|2,456,176|24,627|14|435,591|2,006
三重|67,551|451,498|4,905|0|64,043|281
滋賀|77,971|566,701|4,401|0|73,365|205
京都|173,769|761,045|8,506|11|163,622|692
大阪|871,059|6,525,586|37,427|32|828,725|4,898
兵庫|370,671|1,432,388|13,931|12|354,572|2,173
奈良|82,570|473,357|8,435|5|73,772|363
和歌山|34,016|150,795|1,728|1|31,989|112
鳥取|11,167|333,115|960|0|10,053|14
島根|12,297|156,561|1,432|1|10,851|14
岡山|75,186|509,607|4,493|5|64,966|232
広島|117,436|1,660,885|11,108|3|105,869|459
山口|34,899|517,521|2,087|1|32,640|172
徳島|18,150|189,764|736|0|17,339|79
香川|36,499|244,123|3,008|0|33,375|116
愛媛|30,950|314,419|2,552|4|28,264|134
高知|20,087|238,072|1,407|1|18,576|104
福岡|350,915|2,394,132|37,460|13|305,007|1,186
佐賀|41,126|239,753|4,106|0|33,990|95
長崎|40,471|329,520|4,140|3|38,124|119
熊本|77,433|250,611|5,761|3|71,395|277
大分|40,410|519,451|2,736|0|37,526|148
宮崎|36,545|171,806|4,956|0|31,543|124
鹿児島|57,950|345,567|5,587|2|51,360|173
沖縄|148,921|723,020|11,486|6|136,977|445
その他（その他）|149|0|0|0|149|0
合計|7,519,140|44,527,274|455,408|207|7,012,473|29,193
