都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|506,483|2,640,191|56,156|8|449,068|2,189
青森|98,885|316,315|13,220|0|85,516|149
岩手|62,369|362,280|8,163|1|54,089|117
宮城|155,278|728,891|32,589|13|120,960|229
秋田|52,408|68,391|11,636|4|40,693|79
山形|49,372|216,698|8,905|0|40,368|109
福島|100,745|975,719|16,356|3|84,154|235
茨城|240,189|1,477,266|25,519|7|214,173|497
栃木|146,579|847,272|25,851|10|120,409|319
群馬|152,255|773,880|39,174|3|112,722|359
埼玉|857,519|3,396,055|109,221|32|746,550|1,748
千葉|694,458|2,475,643|68,353|16|566,097|1,937
東京|2,406,746|8,333,604|269,473|39|2,132,506|4,767
神奈川|1,135,494|3,888,848|107,107|76|1,025,988|2,399
新潟|130,655|798,721|21,538|2|109,022|95
富山|68,283|299,581|12,640|4|55,535|108
石川|94,566|606,081|14,291|0|80,045|207
福井|68,292|394,503|11,837|2|56,399|56
山梨|58,699|429,374|9,121|0|49,578|80
長野|120,243|873,124|13,923|0|101,220|219
岐阜|174,290|1,081,987|26,133|1|146,128|384
静岡|302,639|1,531,606|45,324|8|255,901|494
愛知|894,073|3,345,425|132,465|38|759,374|2,234
三重|146,269|644,046|23,872|1|124,899|364
滋賀|147,985|788,096|24,012|1|123,732|241
京都|329,047|1,019,988|60,609|92|263,190|785
大阪|1,519,297|8,510,939|224,287|71|1,289,524|5,486
兵庫|675,538|1,994,412|84,782|30|588,382|2,377
奈良|146,334|632,566|32,975|15|112,940|419
和歌山|77,778|239,661|10,622|4|66,693|154
鳥取|33,740|537,276|7,150|1|26,220|27
島根|49,181|297,444|7,705|1|41,426|50
岡山|158,454|697,846|15,773|7|124,763|281
広島|241,699|2,098,726|35,273|9|205,891|535
山口|86,268|683,889|13,338|2|72,715|215
徳島|41,583|262,411|6,375|3|35,152|94
香川|80,487|335,884|11,559|2|68,762|166
愛媛|84,413|477,380|15,634|4|68,604|175
高知|51,029|386,929|8,958|3|41,941|130
福岡|743,936|3,364,237|100,370|19|624,724|1,410
佐賀|99,762|354,219|13,126|0|81,613|146
長崎|116,348|560,601|25,959|2|90,357|159
熊本|214,952|406,426|28,289|15|186,247|416
大分|106,415|740,031|14,069|1|92,147|199
宮崎|111,011|214,864|19,109|6|91,414|198
鹿児島|171,878|567,182|27,580|4|141,893|260
沖縄|396,561|1,062,905|36,983|21|358,744|520
その他（その他）|149|0|0|0|149|0
合計|14,400,634|62,739,413|1,927,404|581|12,328,617|33,817
