都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|48,253|899,822|3,052|17|43,533|1,429
青森|3,028|60,276|300|0|2,696|32
岩手|2,281|98,123|239|0|1,995|47
宮城|11,067|181,319|949|8|9,886|92
秋田|1,129|18,354|95|3|1,013|21
山形|2,462|75,202|270|5|2,145|47
福島|6,940|331,768|1,002|14|5,776|162
茨城|15,238|35,770|1,981|25|13,085|172
栃木|9,847|363,601|1,510|16|8,244|93
群馬|10,332|228,312|1,282|19|8,895|155
埼玉|71,173|1,160,468|18,177|107|52,138|858
千葉|60,217|837,759|8,597|69|50,877|743
東京|263,970|2,973,482|37,938|218|223,707|2,325
神奈川|103,860|1,262,650|13,500|192|89,344|1,016
新潟|4,858|211,000|732|6|4,072|54
富山|2,766|87,630|446|8|2,282|38
石川|6,009|143,775|789|11|5,092|119
福井|1,935|86,708|244|1|1,655|36
山梨|2,991|76,621|467|2|2,503|21
長野|5,927|240,468|488|1|5,405|94
岐阜|10,509|308,501|603|4|9,717|189
静岡|13,081|481,349|2,238|8|10,685|158
愛知|57,622|960,677|3,608|21|52,998|1,016
三重|6,642|164,729|871|11|5,822|114
滋賀|7,164|179,457|1,005|4|6,065|94
京都|21,342|328,541|2,663|74|18,058|249
大阪|127,294|2,612,506|11,988|422|111,360|2,739
兵庫|48,323|582,280|3,478|37|43,523|1,323
奈良|10,097|197,139|894|11|9,069|134
和歌山|3,339|47,939|225|14|2,988|50
鳥取|1,055|107,207|312|0|727|3
島根|857|38,671|106|1|749|2
岡山|9,440|189,599|599|3|7,812|127
広島|13,084|621,567|655|8|12,097|180
山口|3,600|136,504|297|3|3,223|80
徳島|1,887|76,124|84|1|1,740|63
香川|2,763|99,515|418|2|2,315|32
愛媛|3,385|110,443|435|5|2,873|77
高知|2,238|67,136|113|5|2,095|30
福岡|47,282|979,302|6,415|16|39,283|546
佐賀|3,220|70,263|321|0|2,787|26
長崎|3,960|142,782|459|1|3,435|69
熊本|8,164|91,731|922|7|7,121|121
大分|4,153|196,764|421|0|3,668|64
宮崎|3,581|49,987|317|1|3,233|27
鹿児島|4,831|126,114|648|0|4,029|41
沖縄|30,775|304,022|5,093|97|25,380|243
（その他）|149|-|0|-|149|-
合計|1,084,120|18,643,957|137,246|1,478|927,344|15,351
